TaxonName,covariate,Mean,quant_2_5,quant_97_5,invader,Habitat,cov2,habitat_num,tax_num,sig
Limnobium spongia,cover,0.14547162563618854,0.07459405124376248,0.21425369878627148,hydrilla,floating,hydrilla PAC,2,227,yes
Limnobium spongia,management,0.10022134978517212,-0.04082204862941401,0.23390188264068223,hydrilla,floating,hydrilla mgmt.,2,227,no
Limnobium spongia,net,0.19579240448705346,0.061906488662960515,0.32338028410007585,hydrilla,floating,mgmt. + PAC,2,227,yes
Ludwigia octovalvis/peruviana,cover,0.058787634975530106,-0.021704177433391092,0.14356697203303995,hydrilla,emersed,hydrilla PAC,1,128,no
Ludwigia octovalvis/peruviana,management,0.07419612841520626,-0.07804542376014234,0.222234761090208,hydrilla,emersed,hydrilla mgmt.,1,128,no
Ludwigia octovalvis/peruviana,net,0.11098526324871223,-0.03046579041062702,0.26348013852093805,hydrilla,emersed,mgmt. + PAC,1,128,no
Ludwigia palustris/repens,cover,-0.018572745152935825,-0.0929765058273628,0.05184947892027503,hydrilla,emersed,hydrilla PAC,1,129,no
Ludwigia palustris/repens,management,-0.03597161898274783,-0.14803892284217518,0.07399498302756191,hydrilla,emersed,hydrilla mgmt.,1,129,no
Ludwigia palustris/repens,net,-0.03245399072617702,-0.13725489189206727,0.08017238982079919,hydrilla,emersed,mgmt. + PAC,1,129,no
Luziola fluitans,cover,0.0528459659838271,-0.012875689095550178,0.1192691714486801,hydrilla,submersed,hydrilla PAC,3,330,no
Luziola fluitans,management,-0.04454319178013505,-0.15319138058363077,0.0681732852397216,hydrilla,submersed,hydrilla mgmt.,3,330,no
Luziola fluitans,net,-0.017246824308186127,-0.127696545564178,0.09549360240445309,hydrilla,submersed,mgmt. + PAC,3,330,no
Mayaca fluviatilis,cover,-0.023233935023280885,-0.14942153313862117,0.09281602406808129,hydrilla,submersed,hydrilla PAC,3,331,no
Mayaca fluviatilis,management,-0.10559793819761158,-0.27653528807934474,0.06030178242990655,hydrilla,submersed,hydrilla mgmt.,3,331,no
Mayaca fluviatilis,net,-0.22996360204680827,-0.41394098285801084,-0.050901910062501776,hydrilla,submersed,mgmt. + PAC,3,331,yes
Micranthemum glomeratum,cover,-0.07958330653595441,-0.16675921110492345,0.005246275660639479,hydrilla,submersed,hydrilla PAC,3,332,no
Micranthemum glomeratum,management,-0.003238827376069498,-0.10476143907996407,0.10286234322864882,hydrilla,submersed,hydrilla mgmt.,3,332,no
Micranthemum glomeratum,net,-0.05161326337866419,-0.156789814745939,0.050429714034398075,hydrilla,submersed,mgmt. + PAC,3,332,no
Micranthemum umbrosum,cover,-0.08240107966744824,-0.1808163178868214,0.010145732355667332,hydrilla,emersed,hydrilla PAC,1,133,no
Micranthemum umbrosum,management,0.006508786561314449,-0.1099681101037136,0.11989500336128095,hydrilla,emersed,hydrilla mgmt.,1,133,no
Micranthemum umbrosum,net,-0.012153576661001224,-0.12454510038384153,0.10279761842088703,hydrilla,emersed,mgmt. + PAC,1,133,no
Myriophyllum laxum/pinnatum,cover,0.020256657539052706,-0.09773308042085722,0.13392158664029064,hydrilla,submersed,hydrilla PAC,3,334,no
Myriophyllum laxum/pinnatum,management,0.23329001567291505,0.059921511973103136,0.4089293828505177,hydrilla,submersed,hydrilla mgmt.,3,334,yes
Myriophyllum laxum/pinnatum,net,0.19940827942833267,0.02481032817669853,0.3781784293891065,hydrilla,submersed,mgmt. + PAC,3,334,yes
Najas guadalupensis,cover,0.04567737656196632,-0.023458884850237626,0.11728587523985323,hydrilla,submersed,hydrilla PAC,3,335,no
Najas guadalupensis,management,0.39240110516342364,0.27459349183518084,0.5240667538333088,hydrilla,submersed,hydrilla mgmt.,3,335,yes
Najas guadalupensis,net,0.31696833731109236,0.2010857230094853,0.45413597510500264,hydrilla,submersed,mgmt. + PAC,3,335,yes
Nelumbo lutea,cover,0.08550101735640209,-0.029285814495470068,0.18664957300196675,hydrilla,emersed,hydrilla PAC,1,136,no
Nelumbo lutea,management,0.18938547602634248,-0.028866853681901533,0.46308329659224323,hydrilla,emersed,hydrilla mgmt.,1,136,no
Nelumbo lutea,net,0.24449157791400547,0.022330053676796673,0.534324425101987,hydrilla,emersed,mgmt. + PAC,1,136,yes
Nitella spp.,cover,0.03758547092683016,-0.042825248745316416,0.11021632767051234,hydrilla,submersed,hydrilla PAC,3,337,no
Nitella spp.,management,0.15051606966926595,0.03761815286256633,0.26824422460562053,hydrilla,submersed,hydrilla mgmt.,3,337,yes
Nitella spp.,net,0.19646014497877626,0.08615160024046183,0.31114246086719544,hydrilla,submersed,mgmt. + PAC,3,337,yes
Nuphar advena,cover,0.011241492152859009,-0.06001369693871936,0.08994740508440219,hydrilla,emersed,hydrilla PAC,1,138,no
Nuphar advena,management,0.08132668406906034,-0.04186630613754235,0.21114297560945552,hydrilla,emersed,hydrilla mgmt.,1,138,no
Nuphar advena,net,0.092583171383813,-0.030822316345410924,0.21497878978441673,hydrilla,emersed,mgmt. + PAC,1,138,no
Nymphaea mexicana,cover,0.05451099147415723,-0.024970812186664852,0.12060701683005227,hydrilla,emersed,hydrilla PAC,1,139,no
Nymphaea mexicana,management,0.014060841273562046,-0.1300432451263051,0.15733955744454528,hydrilla,emersed,hydrilla mgmt.,1,139,no
Nymphaea mexicana,net,0.06733880492667066,-0.06924748515272103,0.21020719379929476,hydrilla,emersed,mgmt. + PAC,1,139,no
Nymphaea odorata,cover,0.10643931962030581,0.03286517660089811,0.18668202530041628,hydrilla,emersed,hydrilla PAC,1,140,yes
Nymphaea odorata,management,0.27452042399011894,0.12446386670271345,0.45779330235869936,hydrilla,emersed,hydrilla mgmt.,1,140,yes
Nymphaea odorata,net,0.3107727789365485,0.16686339322894606,0.4891429832513125,hydrilla,emersed,mgmt. + PAC,1,140,yes
Nymphoides aquatica,cover,8.150742541217117e-4,-0.09375623847513498,0.09858081767463078,hydrilla,emersed,hydrilla PAC,1,141,no
Nymphoides aquatica,management,0.0466083529797149,-0.0755765082620596,0.18575764679411533,hydrilla,emersed,hydrilla mgmt.,1,141,no
Nymphoides aquatica,net,0.13729682648939198,0.006755376900452354,0.27469842741600653,hydrilla,emersed,mgmt. + PAC,1,141,yes
Panicum hemitomon,cover,-0.023931722916054672,-0.09182009595892801,0.04363385685352501,hydrilla,emersed,hydrilla PAC,1,142,no
Panicum hemitomon,management,0.16198083014948417,0.04102233991746746,0.2832018173798441,hydrilla,emersed,hydrilla mgmt.,1,142,yes
Panicum hemitomon,net,0.18630296642715552,0.07275359699511699,0.3043610845326415,hydrilla,emersed,mgmt. + PAC,1,142,yes
Paspalidium geminatum,cover,-0.05567913420694653,-0.15721850761026468,0.08580787075292948,hydrilla,emersed,hydrilla PAC,1,143,no
Paspalidium geminatum,management,0.2986592287702692,0.15006257425969222,0.43161985861606333,hydrilla,emersed,hydrilla mgmt.,1,143,yes
Paspalidium geminatum,net,0.22032173787599127,0.10650900869534408,0.33398775416061965,hydrilla,emersed,mgmt. + PAC,1,143,yes
Paspalum repens,cover,0.023328116452504773,-0.06005030989795512,0.10621268443331133,hydrilla,emersed,hydrilla PAC,1,144,no
Paspalum repens,management,-0.0562469923105757,-0.22941248412000556,0.11374009618146266,hydrilla,emersed,hydrilla mgmt.,1,144,no
Paspalum repens,net,-0.01757166745851524,-0.18361610805179063,0.14838819777132595,hydrilla,emersed,mgmt. + PAC,1,144,no
Peltandra spp.,cover,-0.032554128335324964,-0.12890857868439898,0.05675677741242845,hydrilla,emersed,hydrilla PAC,1,145,no
Peltandra spp.,management,-0.10832972944376651,-0.2673919476247806,0.039815274083689095,hydrilla,emersed,hydrilla mgmt.,1,145,no
Peltandra spp.,net,-0.10318568021563601,-0.2610707760991029,0.04292029905099294,hydrilla,emersed,mgmt. + PAC,1,145,no
Phragmites australis,cover,-0.0874259337290197,-0.2123913033678767,0.04962468447051796,hydrilla,emersed,hydrilla PAC,1,146,no
Phragmites australis,management,-1.3754725661636684e-4,-0.2504234788341452,0.2335093034711409,hydrilla,emersed,hydrilla mgmt.,1,146,no
Phragmites australis,net,-0.16261379329065095,-0.3562383349638266,0.031008928116439925,hydrilla,emersed,mgmt. + PAC,1,146,no
Pontederia cordata,cover,0.16882078981076445,0.06809675195183637,0.2751758288499765,hydrilla,emersed,hydrilla PAC,1,147,yes
Pontederia cordata,management,0.10865388828890556,-0.062136548848816676,0.2867635317368722,hydrilla,emersed,hydrilla mgmt.,1,147,no
Pontederia cordata,net,0.11428934901973554,-0.05811085171392853,0.30187627976614395,hydrilla,emersed,mgmt. + PAC,1,147,no
Potamogeton illinoensis,cover,0.22023788868495112,0.13901803557055323,0.3062740986596777,hydrilla,submersed,hydrilla PAC,3,348,yes
Potamogeton illinoensis,management,0.2698389736063514,0.12745440077684161,0.4350421390236513,hydrilla,submersed,hydrilla mgmt.,3,348,yes
Potamogeton illinoensis,net,0.30206980482425666,0.15494649272232197,0.47137799279061954,hydrilla,submersed,mgmt. + PAC,3,348,yes
Rhynchospora spp.,cover,-0.006541253211660518,-0.08073805975895842,0.06620976463392628,hydrilla,emersed,hydrilla PAC,1,149,no
Rhynchospora spp.,management,0.02667362585722723,-0.10381568530436086,0.16433111636084083,hydrilla,emersed,hydrilla mgmt.,1,149,no
Rhynchospora spp.,net,0.0627920709065387,-0.06570457124527028,0.19222876543726977,hydrilla,emersed,mgmt. + PAC,1,149,no
Sacciolepis striata,cover,-6.633466091199703e-4,-0.05891158024055335,0.05933989595757655,hydrilla,emersed,hydrilla PAC,1,150,no
Sacciolepis striata,management,-0.05467383351548419,-0.1508146648747444,0.04139949584295134,hydrilla,emersed,hydrilla mgmt.,1,150,no
Sacciolepis striata,net,-0.09495545303737166,-0.18930397742763683,-0.0017746568856917238,hydrilla,emersed,mgmt. + PAC,1,150,yes
Sagittaria lancifolia,cover,0.006251443949528766,-0.06919400016236088,0.07660550474022573,hydrilla,emersed,hydrilla PAC,1,151,no
Sagittaria lancifolia,management,0.20418095537185676,0.07225809835531263,0.3355074661531758,hydrilla,emersed,hydrilla mgmt.,1,151,yes
Sagittaria lancifolia,net,0.22313296669441504,0.09015025050777484,0.3648719417622217,hydrilla,emersed,mgmt. + PAC,1,151,yes
Sagittaria latifolia,cover,0.09711780926427639,0.009284412190566681,0.17845982423141893,hydrilla,emersed,hydrilla PAC,1,152,yes
Sagittaria latifolia,management,0.12322853000399112,-0.014992732814825615,0.27934844581441115,hydrilla,emersed,hydrilla mgmt.,1,152,no
Sagittaria latifolia,net,0.23557700576198765,0.09757043882797264,0.40317825090556364,hydrilla,emersed,mgmt. + PAC,1,152,yes
Sagittaria subulata/graminea/gracillima,cover,0.0019141875601408666,-0.08046051657442439,0.07884719468089271,hydrilla,emersed,hydrilla PAC,1,153,no
Sagittaria subulata/graminea/gracillima,management,0.10057465149439988,-0.023063513093209455,0.2237841692573263,hydrilla,emersed,hydrilla mgmt.,1,153,no
Sagittaria subulata/graminea/gracillima,net,0.13785139360670293,0.014099393465227622,0.2630047218431415,hydrilla,emersed,mgmt. + PAC,1,153,yes
Salix spp.,cover,-0.023369770578757727,-0.10232339470995264,0.056411063720618174,hydrilla,emersed,hydrilla PAC,1,154,no
Salix spp.,management,0.1441352833037604,0.0041814427828845094,0.29193178533071384,hydrilla,emersed,hydrilla mgmt.,1,154,yes
Salix spp.,net,0.12077506565341867,-0.019235475784931143,0.2782008370489481,hydrilla,emersed,mgmt. + PAC,1,154,no
Saururus cernuus,cover,-0.0028002796077780854,-0.09277636329636033,0.07795225836558711,hydrilla,emersed,hydrilla PAC,1,155,no
Saururus cernuus,management,-0.008465872452788906,-0.15532055129373057,0.1451550074845543,hydrilla,emersed,hydrilla mgmt.,1,155,no
Saururus cernuus,net,0.013578705619828402,-0.12604828148728603,0.16631153739753024,hydrilla,emersed,mgmt. + PAC,1,155,no
Spartina bakeri,cover,0.020315023357486604,-0.11545608295298262,0.12820267785295975,hydrilla,emersed,hydrilla PAC,1,156,no
Spartina bakeri,management,0.04992305730559339,-0.2208990396112333,0.2540478719976318,hydrilla,emersed,hydrilla mgmt.,1,156,no
Spartina bakeri,net,0.07885284290002186,-0.22183066155569708,0.29497134103529066,hydrilla,emersed,mgmt. + PAC,1,156,no
Thalia geniculata,cover,0.055852406170834874,-0.045426465982720515,0.16368688433454673,hydrilla,emersed,hydrilla PAC,1,157,no
Thalia geniculata,management,-0.19173958301206262,-0.39797289275198733,0.01435687986014697,hydrilla,emersed,hydrilla mgmt.,1,157,no
Thalia geniculata,net,-0.14476455096847507,-0.36052773921519043,0.049454676213269474,hydrilla,emersed,mgmt. + PAC,1,157,no
Typha spp.,cover,0.03354329789359549,-0.06691716113551315,0.14364778525549193,hydrilla,emersed,hydrilla PAC,1,158,no
Typha spp.,management,0.32617338990719613,0.1370513939829891,0.525030251977175,hydrilla,emersed,hydrilla mgmt.,1,158,yes
Typha spp.,net,0.28860336688491045,0.10402088191763036,0.4973629210351528,hydrilla,emersed,mgmt. + PAC,1,158,yes
Utricularia floridana,cover,-0.031213191837416224,-0.16013331213897203,0.08335745754996013,hydrilla,submersed,hydrilla PAC,3,359,no
Utricularia floridana,management,0.06973558417847013,-0.10030138433298319,0.23232044694992876,hydrilla,submersed,hydrilla mgmt.,3,359,no
Utricularia floridana,net,0.04270737039795492,-0.13609044853947994,0.21863083791451093,hydrilla,submersed,mgmt. + PAC,3,359,no
Utricularia foliosa,cover,0.06319115394458205,-0.01523417000268612,0.13608000086277827,hydrilla,submersed,hydrilla PAC,3,360,no
Utricularia foliosa,management,0.2384947260913945,0.11540875526469481,0.3572949301171607,hydrilla,submersed,hydrilla mgmt.,3,360,yes
Utricularia foliosa,net,0.2721724850809505,0.14537612945491443,0.39242570091114726,hydrilla,submersed,mgmt. + PAC,3,360,yes
Utricularia gibba,cover,0.04126880945612657,-0.02982230773602567,0.10959237247541037,hydrilla,submersed,hydrilla PAC,3,361,no
Utricularia gibba,management,0.19576260661152728,0.09027128239229215,0.2967166146323834,hydrilla,submersed,hydrilla mgmt.,3,361,yes
Utricularia gibba,net,0.19640890863968297,0.08860537086157892,0.29852857760532714,hydrilla,submersed,mgmt. + PAC,3,361,yes
Utricularia inflata,cover,0.059411452445382824,-0.019855449934128327,0.13830981107820745,hydrilla,submersed,hydrilla PAC,3,362,no
Utricularia inflata,management,0.23726616200926345,0.10190608593405742,0.3702206136207111,hydrilla,submersed,hydrilla mgmt.,3,362,yes
Utricularia inflata,net,0.2797111945137445,0.15824044472907955,0.40366795043624437,hydrilla,submersed,mgmt. + PAC,3,362,yes
Utricularia purpurea,cover,0.02366091687561797,-0.0638139978770772,0.10755405595375053,hydrilla,submersed,hydrilla PAC,3,363,no
Utricularia purpurea,management,0.062271017875039934,-0.07701055037833697,0.20629582371442182,hydrilla,submersed,hydrilla mgmt.,3,363,no
Utricularia purpurea,net,0.011169353370847348,-0.12399713634803192,0.1461144822388278,hydrilla,submersed,mgmt. + PAC,3,363,no
Vallisneria americana,cover,0.1468076558329875,0.05884105035835731,0.244262159220192,hydrilla,submersed,hydrilla PAC,3,364,yes
Vallisneria americana,management,0.4967416779733271,0.3495217872202417,0.664534289306731,hydrilla,submersed,hydrilla mgmt.,3,364,yes
Vallisneria americana,net,0.49228513516346584,0.3415965377673946,0.6705101225942556,hydrilla,submersed,mgmt. + PAC,3,364,yes
Azolla caroliniana,cover,0.21439557188715996,-0.06493107917655105,0.5287248355220091,water lettuce,floating,water lettuce PAC,2,201,no
Azolla caroliniana,management,0.3279555063254207,0.19948424114859922,0.45140259815392725,water lettuce,floating,water lettuce mgmt.,2,201,yes
Azolla caroliniana,net,0.20455297453558557,-0.07132031817671047,0.47275515837423543,water lettuce,floating,mgmt. + PAC,2,201,no
Bacopa caroliniana,cover,-0.6791016908506161,-1.5857390817279677,0.0280761535313567,water lettuce,emersed,water lettuce PAC,1,102,no
Bacopa caroliniana,management,-0.07827124920847146,-0.2070159072859073,0.0551139716014135,water lettuce,emersed,water lettuce mgmt.,1,102,no
Bacopa caroliniana,net,-0.5144336828866168,-1.1144815174706821,-0.021486470327965163,water lettuce,emersed,mgmt. + PAC,1,102,yes
Bacopa monnieri,cover,-0.17658310134030733,-0.7253345202493436,0.23068722417141507,water lettuce,emersed,water lettuce PAC,1,103,no
Bacopa monnieri,management,0.020237786711760294,-0.09011777113171957,0.13922035487830153,water lettuce,emersed,water lettuce mgmt.,1,103,no
Bacopa monnieri,net,0.03842261186567231,-0.25583008482822356,0.31792187483723006,water lettuce,emersed,mgmt. + PAC,1,103,no
Bidens spp.,cover,-0.11205920267102008,-0.3999057859931917,0.15532381947544888,water lettuce,emersed,water lettuce PAC,1,104,no
Bidens spp.,management,0.05565058816917338,-0.04969818093480209,0.1678438198980023,water lettuce,emersed,water lettuce mgmt.,1,104,no
Bidens spp.,net,-0.11497389982313738,-0.37387079845925186,0.1348896424028046,water lettuce,emersed,mgmt. + PAC,1,104,no
Brasenia schreberi,cover,-0.9139644722804895,-2.242168770962042,0.12732312239848523,water lettuce,emersed,water lettuce PAC,1,105,no
Brasenia schreberi,management,-0.10516076390842194,-0.33006050179856417,0.12808601484716592,water lettuce,emersed,water lettuce mgmt.,1,105,no
Brasenia schreberi,net,-0.26549248043154555,-1.0596154825528585,0.35810977026308644,water lettuce,emersed,mgmt. + PAC,1,105,no
