invader,species,covariate,Mean,SD,naive_se,time_series_se,quant_2_5,quant_25,quant_50,quant_75,quant_97_5,Habitat,cov2,habitat_num,sp_num,sig
hydrilla,Crinum americanum,intercept,-1.6820093962495433,0.09575456002779352,0.002472372108740418,0.0029473786165973553,-1.8736331367949277,-1.7457424552092222,-1.678556301908957,-1.6195393669344773,-1.502673820443484,emersed,intercept,1,113,yes
hydrilla,Crinum americanum,invasive plant PAC,-0.01166180142382102,0.005013142091908079,1.2943877222754268e-4,1.5265430573113535e-4,-0.021460323727942127,-0.014986789742057955,-0.01163432912869733,-0.008376835486683228,-0.0018862451169848274,emersed,hydrilla PAC,1,113,yes
hydrilla,Crinum americanum,management,0.009534860360466114,0.06543718610483402,0.0016895808800446504,0.001789845424812821,-0.1163093686737901,-0.03441094500638517,0.008353010311630747,0.05469268395154753,0.13641748193758046,emersed,hydrilla management,1,113,no
hydrilla,Crinum americanum,interaction,-4.0480015792400317e-4,0.005710766057795018,1.4745134557284459e-4,1.6271794832174887e-4,-0.011186100044741326,-0.004167453061134748,-5.104226325315357e-4,0.0033725687335324364,0.010941126385405689,emersed,interaction,1,113,no
hydrilla,Cyperus articulatus,intercept,-2.024469818339478,0.11917867927935405,0.003077180267146221,0.004029804312653492,-2.260599510980088,-2.103882340250615,-2.0247464751472926,-1.9412942119294292,-1.7985764980158174,emersed,intercept,1,114,yes
hydrilla,Cyperus articulatus,invasive plant PAC,0.0016059688248803814,0.005032783452897184,1.2994590998759368e-4,1.2338835824226205e-4,-0.008010695642577937,-0.0017958334631895739,0.0013619172866322611,0.004881061940214175,0.011627315201272779,emersed,hydrilla PAC,1,114,no
hydrilla,Cyperus articulatus,management,-0.2480090326642734,0.09843695120447361,0.002541631151109056,0.0023463946138862807,-0.43286914651138,-0.3186556141246434,-0.25108692399268073,-0.1828916050028455,-0.04101947396615156,emersed,hydrilla management,1,114,yes
hydrilla,Cyperus articulatus,interaction,0.005962831548191022,0.005431607577872801,1.4024350461490243e-4,1.3338236086179978e-4,-0.00492586203472245,0.0021279062745429606,0.006330875974497058,0.0097616518397832,0.0159499587116839,emersed,interaction,1,114,no
hydrilla,Cyperus spp. (other natives),intercept,0.5296554715309179,0.06886274431706174,0.001778028412760797,0.0017763840910519648,0.3949402688023582,0.48381090741895777,0.5303166435379705,0.5765417435761115,0.6631841281307058,emersed,intercept,1,115,yes
hydrilla,Cyperus spp. (other natives),invasive plant PAC,-0.004385920523101395,0.0027112222502549237,7.000345748736211e-5,7.203176409413065e-5,-0.009563496693392678,-0.006276869914282592,-0.0044445577545504655,-0.0024885573705979267,6.193605472896652e-4,emersed,hydrilla PAC,1,115,no
hydrilla,Cyperus spp. (other natives),management,0.02568516946264169,0.04485875501180789,0.0011582480739488696,0.001295267358284884,-0.06194997512037724,-0.0043236590190823335,0.02680641808880104,0.05604424582942974,0.10722381381760401,emersed,hydrilla management,1,115,no
hydrilla,Cyperus spp. (other natives),interaction,0.0035032950961709,0.003175521809649162,8.199162056193095e-5,8.201710092368745e-5,-0.0026610522351395295,0.0014744022757767175,0.003499573689791107,0.005554273770678961,0.009611417406308977,emersed,interaction,1,115,no
hydrilla,Decodon verticillatus,intercept,-1.9553439682651552,0.12476581097050761,0.003221439387098924,0.005329779218822424,-2.2010235093702817,-2.038610152071477,-1.955699720770328,-1.870844075829139,-1.7110702785269947,emersed,intercept,1,116,yes
hydrilla,Decodon verticillatus,invasive plant PAC,-0.007284763520819619,0.0047851286025551954,1.235514892477136e-4,1.1090967287103933e-4,-0.016935664087111085,-0.010375996253084148,-0.007185461144836827,-0.0039397482722213295,0.0015805493941386138,emersed,hydrilla PAC,1,116,no
hydrilla,Decodon verticillatus,management,0.05914429561962703,0.09353007890242836,0.002414936253057138,0.0024261051797219496,-0.12438472570217582,-0.004813383760424143,0.06254998493564942,0.12321161383553887,0.23773107026478624,emersed,hydrilla management,1,116,no
hydrilla,Decodon verticillatus,interaction,7.355288591480678e-4,0.005359501301247633,1.3838172855806043e-4,1.2975135181624302e-4,-0.009523701780200629,-0.0030249912862548196,5.637368437890818e-4,0.004220360246878323,0.011903977939451842,emersed,interaction,1,116,no
hydrilla,Echinochloa spp.,intercept,-0.802878135898708,0.10551522054712074,0.002724391279669342,0.002810347567467532,-1.0193862233170279,-0.8726388139653594,-0.8025246445768821,-0.7335688811208749,-0.590908588564248,emersed,intercept,1,117,yes
hydrilla,Echinochloa spp.,invasive plant PAC,0.002855018900656996,0.003270196505426679,8.443611069562148e-5,7.678889912964103e-5,-0.003370388328938961,6.493063861638475e-4,0.0028675348290956924,0.005030252595088131,0.009355240320116712,emersed,hydrilla PAC,1,117,no
hydrilla,Echinochloa spp.,management,0.01969272640286109,0.05918717042464467,0.0015282061690919265,0.0012761525847830707,-0.0910957781479778,-0.021277825396203973,0.016974705202307337,0.060261694713092555,0.14138433698823513,emersed,hydrilla management,1,117,no
hydrilla,Echinochloa spp.,interaction,-0.005801521591870778,0.0036134732174066403,9.329947728654967e-5,9.010423245301662e-5,-0.012712597892763366,-0.008330735636904233,-0.005831755932656545,-0.0034355914864381493,0.0012212594478335117,emersed,interaction,1,117,no
hydrilla,"Eleocharis spp., emersed",intercept,-0.20175163256721365,0.10522520494138339,0.0027169031089282684,0.0027230618804803554,-0.4187186179119665,-0.27092235851903246,-0.20173701532490024,-0.13061032482670903,-0.00205967796916699,emersed,intercept,1,118,yes
hydrilla,"Eleocharis spp., emersed",invasive plant PAC,-0.001652232634663201,0.0033283312139223455,8.593714241455706e-5,8.44148172129646e-5,-0.00829276546595591,-0.003805726066379065,-0.001505131588218286,6.28342520595338e-4,0.004846063668698946,emersed,hydrilla PAC,1,118,no
hydrilla,"Eleocharis spp., emersed",management,0.23444805723380957,0.04976302118171121,0.0012848756819582297,0.0012869437062813928,0.13467266122972404,0.20187146418181617,0.23528709921087176,0.2682227014452041,0.33055538334041124,emersed,hydrilla management,1,118,yes
hydrilla,"Eleocharis spp., emersed",interaction,-0.0014941281044389331,0.0038161315086768267,9.853209186695156e-5,9.560334598245509e-5,-0.008998873620218052,-0.004106511317522377,-0.0016590519100594331,0.0010213280298715444,0.006051205183928487,emersed,interaction,1,118,no
hydrilla,"Eleocharis spp., sub/floating",intercept,0.3045267005778291,0.06814597010624832,0.0017595213822176547,0.0017528015049865318,0.17045331256437107,0.25959750149391514,0.3042192391273417,0.34981979469135094,0.43854067431360055,submersed,intercept,3,319,yes
hydrilla,"Eleocharis spp., sub/floating",invasive plant PAC,-0.006132773363147687,0.0033389682815511633,8.62117903197497e-5,7.41985704164234e-5,-0.01254699016749914,-0.008385491439392701,-0.006144860969538048,-0.003868272540887564,6.414905434467672e-4,submersed,hydrilla PAC,3,319,no
hydrilla,"Eleocharis spp., sub/floating",management,0.07916924894020212,0.052222312510418506,0.0013483743110219342,0.0012256285727049643,-0.024025672592551756,0.044587429798032756,0.07693737015225496,0.11340282959857889,0.18811351512149602,submersed,hydrilla management,3,319,no
hydrilla,"Eleocharis spp., sub/floating",interaction,0.004100100597270133,0.003702698757094887,9.560327081500933e-5,8.68120419332249e-5,-0.003259620750147368,0.0017767127841333448,0.003994474232394471,0.0066511704011195105,0.011231757979301576,submersed,interaction,3,319,no
hydrilla,Filamentous algae,intercept,0.43234577678543706,0.05018212228315956,0.0012956968258668073,0.0013451612095412475,0.3368595448218052,0.39859892999931956,0.4306710839716509,0.46739928078823795,0.5330116237029663,floating,intercept,2,220,yes
hydrilla,Filamentous algae,invasive plant PAC,0.015548796968662097,0.004262577725311891,1.10059283613651e-4,9.911213900396277e-5,0.007474255969736569,0.012586231896158918,0.015288032119705551,0.018466938693379238,0.024352590840723325,floating,hydrilla PAC,2,220,yes
hydrilla,Filamentous algae,management,0.060985817250192795,0.04794647795797221,0.0012379727376035158,0.0012192591964743894,-0.03340284897500115,0.027461291918048688,0.06092512987048318,0.09342627610026177,0.15711490318825894,floating,hydrilla management,2,220,no
hydrilla,Filamentous algae,interaction,-0.00971777383033429,0.004439059166706443,1.146160148365562e-4,1.1044010623634555e-4,-0.018687016829671846,-0.012791973246070757,-0.009611608426552124,-0.006716635125849293,-0.0013923272815164892,floating,interaction,2,220,yes
hydrilla,Fuirena spp.,intercept,-0.5348268824684176,0.11083008834630353,0.0028616205761595355,0.0028815794754011447,-0.7623895124478444,-0.604202067155126,-0.5340541514954563,-0.4587068416352287,-0.3189941956619608,emersed,intercept,1,121,yes
hydrilla,Fuirena spp.,invasive plant PAC,-0.005110753517788033,0.00402893505625821,1.040266558389286e-4,1.067414251346826e-4,-0.012879120271222556,-0.007754385361675427,-0.0051771147477198375,-0.002205883399303989,0.0024628737717709475,emersed,hydrilla PAC,1,121,no
hydrilla,Fuirena spp.,management,0.020921826178281137,0.06845420840299288,0.001767480060817355,0.0015361230114715402,-0.1085351122072677,-0.0261905625298502,0.02013106438646691,0.065916438364708,0.15857736335398748,emersed,hydrilla management,1,121,no
hydrilla,Fuirena spp.,interaction,0.0016236410871875084,0.004316086760686387,1.1144088096616463e-4,1.190630383525858e-4,-0.006726429223841693,-0.001218457046509476,0.0015861819522117052,0.004545394338660531,0.010211117419395042,emersed,interaction,1,121,no
hydrilla,Hydrocotyle spp.,intercept,1.3793437816942378,0.05448042016377822,0.0014066783999246387,0.0012829813418689328,1.27823890416586,1.3416644135098927,1.3773409971024233,1.4163697440252145,1.4899926435090176,emersed,intercept,1,122,yes
hydrilla,Hydrocotyle spp.,invasive plant PAC,0.003348322340402212,0.004307653273373203,1.1122312926006855e-4,9.702076926153624e-5,-0.005357827786225106,5.150220938488159e-4,0.0034035455694717935,0.006222477709236176,0.01152465597051375,emersed,hydrilla PAC,1,122,no
hydrilla,Hydrocotyle spp.,management,0.14312522271328115,0.07441269618909306,0.0019213275539116637,0.001662297520771408,-0.010779130488395783,0.09532350265203104,0.14677998927090224,0.1934209168493054,0.281991939428197,emersed,hydrilla management,1,122,no
hydrilla,Hydrocotyle spp.,interaction,5.240597124335664e-4,0.004838369952894837,1.2492617500234712e-4,1.2337728784360977e-4,-0.0084952887497366375,-0.002898780004486422,3.8091916823485656e-4,0.0038659809538448024,0.010326267119465327,emersed,interaction,1,122,no
hydrilla,Hypericum spp.,intercept,-1.5363087110463527,0.12646942298807923,0.0032654264602486154,0.0024985811730910195,-1.8029898031159408,-1.6287650194855368,-1.5142286502395623,-1.4409393984523735,-1.3421110686082132,emersed,intercept,1,123,yes
hydrilla,Hypericum spp.,invasive plant PAC,-0.013722901090994749,0.0068122183232347455,1.758907207774479e-4,1.7896962018331352e-4,-0.02675647422414275,-0.018333106979843587,-0.013798475802490467,-0.009152755813482107,-1.5563212809172338e-4,emersed,hydrilla PAC,1,123,yes
hydrilla,Hypericum spp.,management,-0.2879375397108211,0.14760497696128208,0.0038111441172558333,0.0024015579583483147,-0.5176996662969223,-0.40044503143302407,-0.32572641325408835,-0.15484142951957522,-0.009592992088668217,emersed,hydrilla management,1,123,yes
hydrilla,Hypericum spp.,interaction,0.012964193178808349,0.008134607746708326,2.1003466887287457e-4,2.0860993338560428e-4,-0.0028508887498237554,0.0075429012915771854,0.01302345886473575,0.018881079923596316,0.02835862677582931,emersed,interaction,1,123,no
hydrilla,Juncus effusus,intercept,-0.4882879904759533,0.05493522781729706,0.0014184214830433462,0.0013426956365278197,-0.5927895238321439,-0.5241529515002837,-0.4889932955640278,-0.4530754542856091,-0.3755553467032298,emersed,intercept,1,124,yes
hydrilla,Juncus effusus,invasive plant PAC,9.290909480072094e-5,0.00350750923735216,9.056349908622395e-5,7.249210969703433e-5,-0.007066093389921225,-0.002242319198262509,2.1315530775759044e-4,0.002562400931684132,0.0066092547935087,emersed,hydrilla PAC,1,124,no
hydrilla,Juncus effusus,management,-0.027265633983229516,0.05858156835022109,0.001512569590767452,0.0012379939295182152,-0.14217550307680504,-0.06613822136806077,-0.025293613992087828,0.0137512373240604,0.08097898820365555,emersed,hydrilla management,1,124,no
hydrilla,Juncus effusus,interaction,0.0024325453185370443,0.004109498696409017,1.0610680008302142e-4,8.748691892343986e-5,-0.0057160225675870705,-3.020903820901939e-4,0.002171633590580758,0.005247693021736538,0.010903670820621231,emersed,interaction,1,124,no
hydrilla,Leersia hexandra,intercept,-1.068366760834448,0.07675109830282449,0.0019817048368664506,0.0017641821342994335,-1.2238108731693853,-1.119660263922843,-1.0660136339176414,-1.0150183889480098,-0.9282302205172328,emersed,intercept,1,125,yes
hydrilla,Leersia hexandra,invasive plant PAC,-7.42303839774887e-4,0.003913299968546689,1.0104097071263558e-4,8.656553341067982e-5,-0.008657419502590883,-0.003306671217912096,-7.458142203616881e-4,0.00174364243724012,0.0071210382894489384,emersed,hydrilla PAC,1,125,no
hydrilla,Leersia hexandra,management,-0.10020359528865977,0.08827939851323907,0.0022793642683665515,0.0014847938319710937,-0.24700802727552645,-0.16657032285054713,-0.11290200624032543,-0.034456904140283295,0.07918163948537298,emersed,hydrilla management,1,125,no
hydrilla,Leersia hexandra,interaction,3.31250272185396e-4,0.004671947781286763,1.206291730084955e-4,9.953244424048126e-5,-0.009255344256047,-0.0027364116031793452,6.348707325185916e-4,0.0034525078689264686,0.00927773606244937,emersed,interaction,1,125,no
hydrilla,Lemna/Spirodela spp.,intercept,0.15735071235638728,0.06105696978145092,0.0015764841808896593,0.001575220839712759,0.040416942455670485,0.11799444852529846,0.15751177211683717,0.1969573731010193,0.2781322727412603,floating,intercept,2,226,yes
hydrilla,Lemna/Spirodela spp.,invasive plant PAC,0.0011263295156672302,0.002968932930161527,7.665751863014921e-5,7.733030118349957e-5,-0.00459960968706741,-9.680839002227879e-4,0.0011493674198428507,0.003102967784099826,0.007049097506307515,floating,hydrilla PAC,2,226,no
hydrilla,Lemna/Spirodela spp.,management,0.10569795829870665,0.04533740330991947,0.0011706067198640475,0.001155045218390033,0.01724489208113328,0.07500188445696071,0.10313147885896715,0.13585089046373708,0.1962555909544087,floating,hydrilla management,2,226,yes
hydrilla,Lemna/Spirodela spp.,interaction,8.148780314558438e-4,0.003529602834125752,9.113395330197025e-5,9.0411114222817e-5,-0.0061789113943787385,-0.001628510442597968,8.793870027356855e-4,0.003315167647080614,0.007259202300429509,floating,interaction,2,226,no
hydrilla,Limnobium spongia,intercept,-1.4707667272394098,0.08520807398880563,0.0022000630101403572,0.002606921622991002,-1.6449372060579095,-1.5265943211255366,-1.4689433814926387,-1.4135818573991603,-1.2980315409666492,floating,intercept,2,227,yes
hydrilla,Limnobium spongia,invasive plant PAC,0.015902908919259853,0.0032206774677716217,8.31575346412331e-5,8.295709277859755e-5,0.009393391692314955,0.013699998538014378,0.015960977204344147,0.018098815789611842,0.022119446333181934,floating,hydrilla PAC,2,227,yes
hydrilla,Limnobium spongia,management,0.11744328960727357,0.06879388072509775,0.0017762503624618865,0.0018070459479787636,-0.02348849806561118,0.07111205386474116,0.11990250658297269,0.16393627157787743,0.24817134021671777,floating,hydrilla management,2,227,no
hydrilla,Limnobium spongia,interaction,-0.005345468936392907,0.0037083610411448313,9.574947036052219e-5,9.557124334455808e-5,-0.012429927994253246,-0.007966511144115864,-0.005249876600856537,-0.0029014609439783367,0.001994521883760531,floating,interaction,2,227,no
hydrilla,Ludwigia octovalvis/peruviana,intercept,1.5120526582202312,0.05980450334680484,0.001544145636602539,0.0017906606841809195,1.397940510768764,1.469340995850199,1.5101615176561909,1.5515678015679555,1.6339668992056988,emersed,intercept,1,128,yes
