TaxonName,effect,component,group,term,estimate,std.error,statistic,p.value,q.value,lower,upper,odds_perc,lower_odds_perc,upper_odds_perc
Bacopa monnieri,fixed,cond,NA,Time:FloatTrtFreqC,-5.828254740577607e-4,1.6856592792462347e-4,-3.457552076113383,5.451068775391699e-4,0.003906750662515962,-9.132146927900227e-4,-2.5243625532549873e-4,-0.05826556642826164,-0.09127978391544334,-0.025240439597484787
Bacopa monnieri,fixed,cond,NA,Time:OtherTrtFreqC,0.0014377994335960918,2.4345341704590554e-4,5.905850289729064,3.508324694366401e-9,1.4559547481620563e-7,9.606307361861169e-4,0.0019149681310060666,0.14388335627657511,0.09610922896741148,0.19168028534355397
Bacopa monnieri,fixed,cond,NA,Time:HydrTrtAreaC,0.0010843480851239812,5.54235171641527e-4,1.9564764933852397,0.0504090489052374,0.13545165299356957,-1.9528512934117916e-6,0.002170649021541374,0.10849362030644905,-1.9528493866438623e-4,0.21730065856349068
Bacopa monnieri,fixed,cond,NA,Time:FloatTrtAreaC,-0.012634585223018427,0.0041934211580778565,-3.01295404080275,0.002587180956876665,0.013235487920511818,-0.020853690692851028,-0.004415479753185828,-1.2555103940958934,-2.0637756100992943,-0.4405745854341503
Bacopa monnieri,fixed,cond,NA,Time:OtherTrtAreaC,-0.005648164161475157,0.0037548401487501187,-1.5042355833324283,0.13252071864499565,0.2742032755173508,-0.013007650853025389,0.0017113225300750753,-0.5632243270981885,-1.2923416986463487,0.17127876781370954
Bacopa monnieri,fixed,cond,NA,Time:LatitudeC,-0.10063105369194988,0.007652286367596935,-13.150455806001322,1.691516845343524e-39,1.2635630834716125e-36,-0.11562953497243987,-0.0856325724114599,-9.573340282905619,-10.919482566049965,-8.206855739762474
Bidens spp.,fixed,cond,NA,Time:HydrCovC,0.002410216045192394,8.640473702076256e-4,2.789448968073629,0.00527978164402875,0.02253712507479701,7.166831995854479e-4,0.00410374889079934,0.2413122950839064,0.0716940078352879,0.4112180798477194
Bidens spp.,fixed,cond,NA,Time:FloatCovC,0.005602163927387596,0.00460678367068105,1.2160683739159368,0.22395887688862984,0.3940160630677805,-0.003427132067147263,0.014631459921922454,0.5617885392085631,-0.3421266153045277,1.4739023696396236
Bidens spp.,fixed,cond,NA,Time:HydrTrtFreqC,-6.49768430082669e-4,1.9572928824815729e-4,-3.319730204397687,9.010448146673862e-4,0.005517053086528996,-0.0010333978350490574,-2.661390251162807e-4,-0.06495573762907991,-0.10328640633883168,-0.026610361326750986
Bidens spp.,fixed,cond,NA,Time:FloatTrtFreqC,-3.9012299639901675e-4,1.5742828242479737e-4,-2.4780998076719563,0.013208419128966255,0.04717869877445037,-6.986824299516196e-4,-8.156356284641389e-5,-0.03900469083177871,-0.06984384082171502,-0.00815602366294188
Bidens spp.,fixed,cond,NA,Time:OtherTrtFreqC,0.0012158204304398418,2.3555426026066918e-4,5.161530210043282,2.4493935245826743e-7,5.902248267300831e-6,7.541340803289302e-4,0.0016775067805507534,0.12165598397320121,0.07544185109296109,0.16789145821389795
Bidens spp.,fixed,cond,NA,Time:HydrTrtAreaC,-0.001561346878995306,5.202813087784313e-4,-3.0009666936934427,0.0026912399974125824,0.013583488365318913,-0.0025810982442010313,-5.415955137895807e-4,-0.1560128611085787,-0.2577770074188357,-0.054144887741303105
Bidens spp.,fixed,cond,NA,Time:FloatTrtAreaC,-0.001097612665152037,0.0014350727548231913,-0.7648480966996469,0.44436200377609564,0.6322636510871303,-0.003910355264605492,0.0017151299343014178,-0.10970105087023674,-0.3902719781184394,0.1716601610899149
Bidens spp.,fixed,cond,NA,Time:OtherTrtAreaC,-0.0035381902790939997,0.0021651490798339653,-1.6341555009068134,0.10222620352468921,0.22525951042166031,-0.007781882475568572,7.055019173805724e-4,-0.35319382596534776,-0.7751682017716921,0.07057508423937708
Bidens spp.,fixed,cond,NA,Time:LatitudeC,-0.01999367517863243,0.005818244105668279,-3.436376132646977,5.895518679195024e-4,0.003967524732755571,-0.03139743362574226,-0.008589916731522604,-1.9795127092125608,-3.0909652560168865,-0.8553128807222588
Brasenia schreberi,fixed,cond,NA,Time:HydrCovC,0.0070262673201015435,0.002496307098089455,2.8146646402115696,0.004882815905896849,0.021455667539440865,0.0021335054078462116,0.011919029232356874,0.7051009450656842,0.2135782949936882,1.199034391355558
Brasenia schreberi,fixed,cond,NA,Time:FloatCovC,-0.18059708416571227,0.06144624736093646,-2.939106811598786,0.003291596166271603,0.015761681642339022,-0.30103172899314773,-0.06016243933827682,-16.522836634479876,-25.994570880334766,-5.838843359911894
Brasenia schreberi,fixed,cond,NA,Time:HydrTrtFreqC,3.017206935809835e-5,7.403484189982592e-4,0.04075387828736526,0.9674921085808307,0.9792907928318164,-0.0014209108318784895,0.0014812549705946864,0.003017252453951791,-0.14199018160461208,0.14823525706135765
Brasenia schreberi,fixed,cond,NA,Time:FloatTrtFreqC,7.683742177266715e-5,5.157052120778446e-4,0.1489948520455688,0.8815576950967213,0.9326062389610751,-9.339447938999084e-4,0.0010876196374452426,0.007684037384292353,-0.09335088032018657,0.10882113101686741
Brasenia schreberi,fixed,cond,NA,Time:OtherTrtFreqC,8.475005486267859e-4,7.620832224686054e-4,1.1120839872074462,0.2661020408944879,0.4507442733518877,-6.461825674116807e-4,0.0023411836646652527,0.08478597786920616,-0.06459738364182899,0.23439263751197092
Brasenia schreberi,fixed,cond,NA,Time:HydrTrtAreaC,-0.0035755296348267346,0.0023233973871009746,-1.5389229817840637,0.12382309986429024,0.262235603613355,-0.008129388513544646,9.783292438911755e-4,-0.3569145040444255,-0.8096434394151752,0.09788079640484781
Brasenia schreberi,fixed,cond,NA,Time:FloatTrtAreaC,0.011491711799423413,0.007549576461800983,1.5221664231852838,0.12796738599956897,0.26776369003271155,-0.003305458065706514,0.02628888166455334,1.1557995179295455,-0.330000105349193,2.663748238457919
Brasenia schreberi,fixed,cond,NA,Time:OtherTrtAreaC,0.011087861215878571,0.006277552837791894,1.7662712688179756,0.07735034936512662,0.18170034898034462,-0.0012161423461935408,0.02339186477795068,1.1149559371723683,-0.12154031447788594,2.3667600238168607
Brasenia schreberi,fixed,cond,NA,Time:LatitudeC,0.06415245053800618,0.016453459648314718,3.8990250019896053,9.658080278651714e-5,9.132387301459279e-4,0.03190366962730933,0.09640123144870302,6.625493751050571,3.241804729951303,10.120081176352059
Cabomba caroliniana,fixed,cond,NA,Time:HydrCovC,0.0017041231431060044,0.0010639092365195009,1.601756131642315,0.10920954723899884,0.236462410978354,-3.811389604722172e-4,0.003789385246684226,0.17055759861066555,-0.03810663362455724,0.3796574044464762
Cabomba caroliniana,fixed,cond,NA,Time:FloatCovC,-0.05347439306299121,0.018607246904784096,-2.873847664655992,0.00405504498971139,0.01835829458978429,-0.08994459699636803,-0.017004189129614385,-5.206978571769449,-8.60181787933163,-1.686043387278835
Cabomba caroliniana,fixed,cond,NA,Time:HydrTrtFreqC,3.7431569115242377e-4,3.660062121784444e-4,1.022703109120804,0.3064482409246147,0.4925949553149807,-3.4305648471732726e-4,0.0010916878670221748,0.037438575601256296,-0.03429976475698426,0.10922839751232871
Cabomba caroliniana,fixed,cond,NA,Time:FloatTrtFreqC,-0.0012896661728360416,3.5188511834406553e-4,-3.6650205013075725,2.4731877069157935e-4,0.0020527457967401087,-0.00197936100479041,-5.999713408816732e-4,-0.12888349108058916,-0.197740336163732,-0.059979139406618476
Cabomba caroliniana,fixed,cond,NA,Time:OtherTrtFreqC,9.904638988136728e-4,4.911067032671132e-4,2.0167997956952317,0.04371641028904928,0.12185133763402917,2.78947604101309e-5,0.0019530330372172148,0.09909545701651812,0.0027895149472545455,0.1954941448433889
Cabomba caroliniana,fixed,cond,NA,Time:HydrTrtAreaC,0.002057781184147261,0.0011217185717318327,1.8344897160526028,0.06658133296758094,0.1638258865728366,-1.407872164471309e-4,0.004256349584741653,0.2059899868862125,-0.014077730639205921,0.4265420706023537
Cabomba caroliniana,fixed,cond,NA,Time:FloatTrtAreaC,0.0027869439693927554,0.004265503439229625,0.6533681215120749,0.5135189851965465,0.6862230446186408,-0.00557344277149731,0.01114733071028282,0.27908311079773984,-0.5557939954060953,1.12096937128483
Cabomba caroliniana,fixed,cond,NA,Time:OtherTrtAreaC,-0.0026451200967470404,0.004000002002016598,-0.6612796932135298,0.5084329618025987,0.6839997803369796,-0.01048512402069957,0.005194883827205491,-0.2641624849046398,-1.0430346723915074,0.5208400632135568
Cabomba caroliniana,fixed,cond,NA,Time:LatitudeC,-0.017194001893274767,0.010247856714502283,-1.6778144320599864,0.09338333103968122,0.2110111183231581,-0.03727980105369924,0.0028917972671497066,-1.7047028601308023,-3.6593464530118025,0.2895982546220699
Carex spp.,fixed,cond,NA,Time:HydrCovC,5.994409488669374e-4,8.738450976906856e-4,0.6859807881866966,0.4927252233831812,0.679146417058142,-0.0011132954426068063,0.0023121773403406813,0.05996206494973677,-0.11126759591462143,0.23148524837719453
Carex spp.,fixed,cond,NA,Time:FloatCovC,0.01618666241129347,0.004684230931489089,3.455564562899939,5.491416593897939e-4,0.003906750662515962,0.007005569785574855,0.025367755037012083,1.6318376140211255,0.7030166193321419,2.5692254666766168
Carex spp.,fixed,cond,NA,Time:HydrTrtFreqC,-1.1488504974785565e-4,2.8605227373401513e-4,-0.40162257145587726,0.6879618158077199,0.8180463579464909,-6.755475062665253e-4,4.45777406770814e-4,-0.011487845071322944,-0.06753193754238662,0.04458767802846264
Carex spp.,fixed,cond,NA,Time:FloatTrtFreqC,-2.0582799135063727e-4,2.4326591266037763e-4,-0.8461028883976554,0.39749534956929367,0.5805162603035037,-6.826291801649775e-4,2.7097319746370287e-4,-0.020580681022286385,-0.06823962418727181,0.027100991401685093
Carex spp.,fixed,cond,NA,Time:OtherTrtFreqC,0.0012824383505740374,3.1731736640579547e-4,4.041500675175826,5.311022815699507e-5,5.587794427221876e-4,6.604963124186783e-4,0.0019043803887293966,0.12832610262749622,0.06607144881400906,0.19061948727017164
Carex spp.,fixed,cond,NA,Time:HydrTrtAreaC,4.146347619810766e-4,7.301934775536202e-4,0.5678423249824616,0.5701420373660357,0.7330397623277602,-0.001016544454024019,0.0018458139779861723,0.04147207348559334,-0.10160279477425815,0.18475185412143436
Carex spp.,fixed,cond,NA,Time:FloatTrtAreaC,0.0030115125792597544,0.001747973097819393,1.7228597985956617,0.08491388178586154,0.19577367189518075,-4.1451469246625615e-4,0.006437539850985765,0.3016051738702119,-0.04144287931203694,0.6458305346305426
Carex spp.,fixed,cond,NA,Time:OtherTrtAreaC,-0.007452079419654499,0.00327977494112556,-2.272131336273055,0.023078578939517452,0.07243570784798124,-0.013880438304260596,-0.001023720535048402,-0.7424381520835466,-1.3784549194168938,-0.10231967119461727
Carex spp.,fixed,cond,NA,Time:LatitudeC,0.04793135606629693,0.007772160610571658,6.16705681572006,6.957276495389327e-10,3.4647236947038847e-8,0.03269792126957648,0.06316479086301738,4.9098638595347355,3.323837275838404,6.520236038502314
Cephalanthus occidentalis,fixed,cond,NA,Time:HydrCovC,2.274223736173425e-4,0.001139915168839855,0.19950815625061016,0.841865263835906,0.9048537440078012,-0.0020068113573087736,0.0024616561045434585,0.0227448236045813,-0.20047990577238828,0.2464688467633147
Cephalanthus occidentalis,fixed,cond,NA,Time:FloatCovC,0.01122671889980582,0.004494194193168416,2.4980493537354156,0.012487880646034802,0.04595294011127092,0.002418098281195725,0.020035339518415914,1.1289975006311348,0.2421024238786762,2.0237394087862404
Cephalanthus occidentalis,fixed,cond,NA,Time:HydrTrtFreqC,2.169574598263748e-4,2.0552520998204458e-4,1.0556245622876579,0.29113977458466006,0.47553322419404986,-1.8587195173843255e-4,6.197868713911822e-4,0.02169809967982328,-0.018585467861742533,0.06199789789607113
Cephalanthus occidentalis,fixed,cond,NA,Time:FloatTrtFreqC,3.4751655898770034e-4,1.8057130340078608e-4,1.9245392398612298,0.05428702709683025,0.14320223353214906,-6.403195677840345e-6,7.01436313653241e-4,0.034757694986242704,-6.403175177416287e-4,0.07016823776335723
Cephalanthus occidentalis,fixed,cond,NA,Time:OtherTrtFreqC,8.433142461633152e-4,2.751714027958841e-4,3.06468709173557,0.002178978399375668,0.011710049383695138,3.039782966833823e-4,0.0013826501956432482,0.08436699356011435,0.030402450276767468,0.1383606497117773
Cephalanthus occidentalis,fixed,cond,NA,Time:HydrTrtAreaC,-4.0047320910469974e-4,5.818529187313031e-4,-0.6882722354953699,0.49128136243337694,0.679146417058142,-0.0015409049298180538,7.399585116086542e-4,-0.040039303041261576,-0.15397183453662588,0.07402323484466677
Cephalanthus occidentalis,fixed,cond,NA,Time:FloatTrtAreaC,-0.005470789511442449,0.0016993534312719396,-3.2193359019775234,0.0012848787775920872,0.007326751502757932,-0.008801522236735452,-0.0021400567861494476,-0.5455851994920269,-0.876290222790499,-0.21377684972725408
Cephalanthus occidentalis,fixed,cond,NA,Time:OtherTrtAreaC,-0.00854617626880245,0.002410288798121045,-3.545706338371017,3.915622998355311e-4,0.0030154333812076467,-0.013270342313119698,-0.003822010224485202,-0.8509761513868397,-1.3182679520762464,-0.38147156396922677
Cephalanthus occidentalis,fixed,cond,NA,Time:LatitudeC,0.022235188687016773,0.006596240944619847,3.3708878850389272,7.49263439430709e-4,0.004824998183230514,0.009306556435561872,0.035163820938471674,2.248423291818802,0.9349997088289985,3.578937888959577
Ceratophyllum demersum,fixed,cond,NA,Time:HydrCovC,0.006128217343818619,0.0012800288789154863,4.78756178455192,1.6881977339886854e-6,3.4083343440258057e-5,0.0036193607411442656,0.008637073946492971,0.6147033284145786,0.36259185365203894,0.867448108819513
Ceratophyllum demersum,fixed,cond,NA,Time:FloatCovC,-0.017078216451041642,0.004546353155456969,-3.75646498788655,1.7233036822288835e-4,0.0015144798242646778,-0.0259890686357373,-0.008167364266345983,-1.6933210367700235,-2.5654259521258105,-0.8134101963530371
Ceratophyllum demersum,fixed,cond,NA,Time:HydrTrtFreqC,0.0010182006313076701,2.1367076831125715e-4,4.765278092810727,1.885933549538805e-6,3.707348319751283e-5,5.994059254176062e-4,0.001436995337197734,0.10187191735488987,0.05995856050478032,0.1438028309730388
Ceratophyllum demersum,fixed,cond,NA,Time:FloatTrtFreqC,-2.2128953219450478e-4,1.8425279471447802e-4,-1.2010104516320617,0.2297471471013067,0.4009839226277479,-5.824250098348817e-4,1.3984594544587213e-4,-0.022126504947195258,-0.058225543331236196,0.013985572434593863
Ceratophyllum demersum,fixed,cond,NA,Time:OtherTrtFreqC,0.0016572144958652303,2.7736734018116204e-4,5.974800402898277,2.3037206112033257e-9,1.0122819391581672e-7,0.001113574509110153,0.002200854482620308,0.16585884346735913,0.11141947634156768,0.22032781405605384
Ceratophyllum demersum,fixed,cond,NA,Time:HydrTrtAreaC,-0.0014262651732291948,5.733574680194811e-4,-2.487567098682552,0.012862018829487044,0.046867941783545475,-0.0025500458105473774,-3.0248453591101196e-4,-0.1425248540443791,-0.25467972056798516,-0.030243879207614288
Ceratophyllum demersum,fixed,cond,NA,Time:FloatTrtAreaC,0.0010661799979608437,0.0021388016227536265,0.49849410371597586,0.618135824079239,0.771053885211241,-0.0031258711826362643,0.005258231178557952,0.10667485699036305,-0.31209907338535237,0.5272079938809293
Ceratophyllum demersum,fixed,cond,NA,Time:OtherTrtAreaC,0.0077222400823985515,0.0028224879192768923,2.735969224051436,0.006219684264078293,0.02595588907970103,0.002190163760615843,0.01325431640418126,0.7752133476790046,0.2192563921193491,1.3342544224744568
Ceratophyllum demersum,fixed,cond,NA,Time:LatitudeC,-0.00910051860898247,0.007001173567204253,-1.2998561629170609,0.19365027209721494,0.3616418831415489,-0.022822818800702804,0.004621781582737865,-0.9059234220872403,-2.2564348347226537,0.46324784884754777
Chara spp.,fixed,cond,NA,Time:HydrCovC,-1.025224559157522e-4,0.00078368972838278525,-0.1308202113702786,0.8959175340389697,0.9360145425553992,-0.0016385543235460113,0.0014335094117145068,-0.010251720066833947,-0.1637212626325102,0.14345373774720116
Chara spp.,fixed,cond,NA,Time:FloatCovC,-0.02326748906125766,0.009369221830925601,-2.4833961113458902,0.013013628771894612,0.04717869877445037,-0.04163116384987184,-0.004903814272643484,-2.29988882924671,-4.077648835878223,-0.4891810205354563
Chara spp.,fixed,cond,NA,Time:HydrTrtFreqC,0.0010029941539842111,2.171651555564132e-4,4.618577742890537,3.8637921831487876e-6,6.872030382886057e-5,5.773504490936413e-4,0.001428637858874781,0.10034973208310483,0.05775171479438512,0.14296588480906536
Chara spp.,fixed,cond,NA,Time:FloatTrtFreqC,-7.559259755458682e-4,2.1035881900375463e-4,-3.593507413313515,3.2625636197832023e-4,0.002620575294600056,-0.0011682292607932273,-3.4362269029850913e-4,-0.07556403354843644,-0.11675471466381371,-0.03435636587836299
Chara spp.,fixed,cond,NA,Time:OtherTrtFreqC,6.800858102773326e-4,2.7785979612582356e-4,2.447586227873602,0.014381670809164616,0.05058224084053336,1.3548060987071849e-4,0.0012246910106839468,0.06803171210660874,0.013548978778299414,0.12254412509593582
Chara spp.,fixed,cond,NA,Time:HydrTrtAreaC,7.953628174364388e-4,5.740414204598814e-4,1.3855495249789647,0.16588449998296562,0.3235397427866196,-3.2975836666492876e-4,0.0019204840015378064,0.07956792023167125,-0.03297040023505504,0.1922329312045168
Chara spp.,fixed,cond,NA,Time:FloatTrtAreaC,-0.006887508560487263,0.00375838855684003,-1.8325695856944946,0.06686660461565068,0.1638258865728366,-0.014253950131893721,4.789330109191952e-4,-0.6863844034445843,-1.4152843544209759,0.047904771764528675
Chara spp.,fixed,cond,NA,Time:OtherTrtAreaC,0.0010636049987771757,0.0032170410695652246,0.3306159218293472,0.7409346180736502,0.853075628449811,-0.005241795497570665,0.007369005495125016,0.10641708271621475,-0.5228081260423845,0.7396223431417104
Chara spp.,fixed,cond,NA,Time:LatitudeC,-0.012272958120395177,0.006875225810877333,-1.7850989128208796,0.07424527429657535,0.1772725787023578,-0.02574840070971475,0.0012024844689243943,-1.2197952530274336,-2.541973753283988,0.12032077432531096
Cicuta maculata,fixed,cond,NA,Time:HydrCovC,-0.0021397595407080324,0.0015249150719572697,-1.403199155190717,0.16055745945885333,0.31562216372569324,-0.0051285930817442805,8.490740003282162e-4,-0.21374718872290144,-0.5115464301890693,0.08494345656988589
Cicuta maculata,fixed,cond,NA,Time:FloatCovC,0.01895726700033514,0.006263418289938466,3.0266646937484647,0.002472680784302367,0.012982866768553696,0.006680967152055748,0.031233566848614537,1.9138096858914544,0.6703334597409905,3.172645284280584
Cicuta maculata,fixed,cond,NA,Time:HydrTrtFreqC,1.8923259043310676e-4,3.662959164780163e-4,0.5166112476835755,0.6054275624309818,0.7626549563843903,-5.287074058638052e-4,9.071725867300187e-4,0.01892504960492314,-0.05285676647317494,0.0907584192237465
Cicuta maculata,fixed,cond,NA,Time:FloatTrtFreqC,7.17333490377742e-4,3.1603454537856607e-4,2.269794555270769,0.02322005108753856,0.07257480402674187,9.79057814357525e-5,0.0013367611993197314,0.07175908355763205,0.0097910574363258,0.13376550628214634
Cicuta maculata,fixed,cond,NA,Time:OtherTrtFreqC,-1.9939363325217487e-4,4.417602522799825e-4,-0.4513616429343251,0.6517289236347685,0.7903271200570975,-0.0010652437277209406,6.664564612165909e-4,-0.01993737556628128,-0.1064676557030797,0.06666785926681129
Cicuta maculata,fixed,cond,NA,Time:HydrTrtAreaC,0.0022317571190045202,0.001011672664114743,2.206007138640445,0.027383499881921892,0.08417890704442656,2.488786973396241e-4,0.004214635540669417,0.22342493425913101,0.02489096702120719,0.4223529607733756
Cicuta maculata,fixed,cond,NA,Time:FloatTrtAreaC,-0.006813488107983635,0.005433282234175272,-1.2540280100170182,0.20983182471814674,0.37952632703258016,-0.01746272128696717,0.0038357450709998984,-0.6790328926006395,-1.7311131641416844,0.3843110955999318
Cicuta maculata,fixed,cond,NA,Time:OtherTrtAreaC,-0.0072252456893022255,0.00724635224553196,-0.9970872853658543,0.3187221440577054,0.4997193785951937,-0.021428096090544867,0.006977604711940417,-0.7199206352942911,-2.1200145524962744,0.7002004914339555
Cicuta maculata,fixed,cond,NA,Time:LatitudeC,0.03401744638450786,0.011296185160943007,3.011410126502218,0.0026003736776491642,0.013235487920511818,0.01187692346905957,0.05615796929995616,3.4602656646425256,1.1947734184739378,5.776476489884597
Cladium jamaicense,fixed,cond,NA,Time:HydrCovC,8.064945475515072e-5,0.0010283201012584202,0.07842835577798674,0.9374873183452014,0.9617364630310916,-0.0019348579437113527,0.002096156853221654,0.008065270700985394,-0.19329873127430508,0.20983553258444587
Cladium jamaicense,fixed,cond,NA,Time:FloatCovC,-0.013596951106616824,0.0053563287077290364,-2.5384833247811684,0.011133410841252826,0.04179225074580835,-0.024095355373765736,-0.0030985468394679125,-1.3504930107403945,-2.3807379892477054,-0.30937512975588444
Cladium jamaicense,fixed,cond,NA,Time:HydrTrtFreqC,-6.173371519327465e-4,3.010077079591168e-4,-2.0509014739801743,0.04027654258762294,0.11752569262872788,-0.0012073122595326153,-2.7362044332877606e-5,-0.06171466385588298,-0.12065837512951205,-0.0027361669995507043
Cladium jamaicense,fixed,cond,NA,Time:FloatTrtFreqC,-2.3920379190335545e-4,2.5585374746849834e-4,-0.9349239331849424,0.3498275020553076,0.5287708127143972,-7.406771369416123e-4,2.622695531349013e-4,-0.02391751849573076,-0.07404029033414306,0.02623039488010015
Cladium jamaicense,fixed,cond,NA,Time:OtherTrtFreqC,0.0011148610880218662,3.6941588942987014e-4,3.017902369447244,0.002545308911694519,0.013203789979415317,3.908059447393208e-4,0.0018389162313044117,0.11154827766552966,0.0390882319331487,0.184060807465114
Cladium jamaicense,fixed,cond,NA,Time:HydrTrtAreaC,0.0026785825402300335,8.22573467843587e-4,3.2563444420983543,0.0011285675216788605,0.006744319509552871,0.0010663385432566031,0.004290826537203464,0.26821731476394106,0.10669072843398908,0.4300045314064471
Cladium jamaicense,fixed,cond,NA,Time:FloatTrtAreaC,-0.002176172029909653,0.0033060208414660568,-0.6582451031810883,0.510380646933625,0.6839997803369796,-0.008655972879183123,0.004303628819363818,-0.21738058842489805,-0.8618617805144391,0.4312902728920154
