invader,species,covariate,Mean,SD,naive_se,time_series_se,quant_2_5,quant_25,quant_50,quant_75,quant_97_5,Habitat,cov2,habitat_num,sp_num,sig
Cuban bulrush,Brasenia schreberi,management,0.10130531446798792,0.14229226443748247,0.003673970469736743,0.003912682678475984,-0.18251885416739178,-0.002068192706421456,0.10498533973030617,0.20017969750580283,0.3732835216117961,emersed,Cuban bulrush mgmt.,1,105,no
Cuban bulrush,Brasenia schreberi,interaction,-0.01492024278004531,0.08999799223263763,0.0023237381673940666,0.002498705599226742,-0.19566417387701135,-0.07920576615674406,-0.013395665731144354,0.04691879480936769,0.15338001779530097,emersed,interaction,1,105,no
Cuban bulrush,Cabomba caroliniana,intercept,-1.6983742389803216,0.15339847585552913,0.0039607316154804326,0.0045029241747824855,-1.9945800623982444,-1.8115311453481544,-1.7002633575170858,-1.5792451847466762,-1.4223431529133195,submersed,intercept,3,306,yes
Cuban bulrush,Cabomba caroliniana,invasive plant cover,0.08647917016828983,0.061492356691730386,0.0015877258225741198,0.0015834844806661232,-0.032310375762855184,0.04312345884619719,0.08688001942203652,0.12787538244415075,0.2036857960871162,submersed,Cuban bulrush cover,3,306,no
Cuban bulrush,Cabomba caroliniana,management,0.11635974785059096,0.10866494767220113,0.002805716884339569,0.002577530108312208,-0.0920869787008662,0.04143728839839159,0.11681310290141397,0.18976374229312867,0.32902681376195375,submersed,Cuban bulrush mgmt.,3,306,no
Cuban bulrush,Cabomba caroliniana,interaction,-0.02739213679576142,0.076667910168584,0.0019795569284763474,0.0021170275832951063,-0.1829904531292549,-0.0787610168974044,-0.023707952186890945,0.02611926801945189,0.11509144924945525,submersed,interaction,3,306,no
Cuban bulrush,Carex spp.,intercept,-1.4585886174865674,0.0798570730019972,0.002061900758757367,0.0022739103992238155,-1.6237415543280873,-1.5111948656865617,-1.4576553167335757,-1.4028074963243964,-1.3074799064698994,emersed,intercept,1,107,yes
Cuban bulrush,Carex spp.,invasive plant cover,0.0911112218464282,0.05055337541772745,0.0013052825405828654,0.001290656687167397,-0.010012077223133086,0.05714046841613004,0.09063912713219613,0.125082666382903,0.18585384526222784,emersed,Cuban bulrush cover,1,107,no
Cuban bulrush,Carex spp.,management,0.1112039359801682,0.10090829786298362,0.0026054410474498206,0.0027046061079985203,-0.08798026425582248,0.043192922514342154,0.11325891956789494,0.17903237842024586,0.30324608906811334,emersed,Cuban bulrush mgmt.,1,107,no
Cuban bulrush,Carex spp.,interaction,-0.032022376436521026,0.06533023587685714,0.0016868194370324666,0.0015481994196405691,-0.16393200522544205,-0.07347101249378211,-0.03031524128204848,0.01293652660669682,0.09321536893537719,emersed,interaction,1,107,no
Cuban bulrush,Cephalanthus occidentalis,intercept,0.9917424361752735,0.10095985690383011,0.0026067722961601193,0.002607808406129964,0.8016209173799689,0.9225753301723257,0.9894797489204622,1.0550860264251023,1.195241345338857,emersed,intercept,1,108,yes
Cuban bulrush,Cephalanthus occidentalis,invasive plant cover,-0.029662269640656415,0.04991566879782815,0.0012888170264586242,0.0013203670763180077,-0.12797185196974184,-0.06336678800664552,-0.03059477658159647,0.002376996017330572,0.0702981347244889,emersed,Cuban bulrush cover,1,108,no
Cuban bulrush,Cephalanthus occidentalis,management,-0.08437225124047083,0.10154247113768353,0.002621815330993304,0.002896741399845135,-0.279208942577156,-0.15357153624284148,-0.08464272354423112,-0.01706578464799829,0.11998151816982576,emersed,Cuban bulrush mgmt.,1,108,no
Cuban bulrush,Cephalanthus occidentalis,interaction,0.050185473449048,0.06667591091860949,0.0017215646172065587,0.0017699287313787785,-0.08463141835244735,0.004860109866688396,0.05412435024102398,0.09467173187312461,0.18007703380662238,emersed,interaction,1,108,no
Cuban bulrush,Ceratophyllum demersum,intercept,-0.19143654467826107,0.07683619503388953,0.0019839020250146614,0.001972033474001938,-0.3377322848479622,-0.2449495276908492,-0.19269855538609915,-0.139542678896239,-0.04009755597213903,submersed,intercept,3,309,yes
Cuban bulrush,Ceratophyllum demersum,invasive plant cover,0.13301458049469755,0.050930739840963024,0.0013150260480938158,0.0013086024636062691,0.032973984146593895,0.09911443444249629,0.13340135593647937,0.16774302588716,0.22906295700583362,submersed,Cuban bulrush cover,3,309,yes
Cuban bulrush,Ceratophyllum demersum,management,0.09609461832048813,0.09573297138147982,0.002471814692289484,0.002359240550056576,-0.08679060881529445,0.03209804057577184,0.09281829818098654,0.16277843009553605,0.287578122455536,submersed,Cuban bulrush mgmt.,3,309,no
Cuban bulrush,Ceratophyllum demersum,interaction,0.02665328172535152,0.07513578554004884,0.0019399976406721412,0.0018832292908898304,-0.10919510878670796,-0.026936349289579328,0.024235580642259308,0.07625405978878544,0.17308643248063002,submersed,interaction,3,309,no
Cuban bulrush,Chara spp.,intercept,-1.1668897270154865,0.08833357684883754,0.002280763146976539,0.0023392583057602625,-1.3402030042705344,-1.2234449531652603,-1.1684403337818994,-1.1122117438561103,-0.9926019387318955,submersed,intercept,3,310,yes
Cuban bulrush,Chara spp.,invasive plant cover,0.02442086511101277,0.05393992693922539,0.0013927229248750983,0.0013907150852259136,-0.08314937219617177,-0.009980614854858216,0.02585380331172652,0.06128689688514283,0.12827960687913778,submersed,Cuban bulrush cover,3,310,no
Cuban bulrush,Chara spp.,management,-0.14046176587637427,0.09607088873069054,0.0024805396807287355,0.002670782721307934,-0.3357742575121621,-0.20462736219748184,-0.14043133467703134,-0.07820655800620209,0.044172535827405546,submersed,Cuban bulrush mgmt.,3,310,no
Cuban bulrush,Chara spp.,interaction,0.10995831582367038,0.06714155449265193,0.0017335874825901247,0.0017323806870201885,-0.013946603908015708,0.06464731532176654,0.10661083112299027,0.15631046301561063,0.2482332116052605,submersed,interaction,3,310,no
Cuban bulrush,Cicuta maculata,intercept,-1.8382297185832779,0.14788720108309147,0.0038184311127469387,0.007938391725530906,-2.1204165098584236,-1.9364538693370652,-1.8378021972010214,-1.739201475383464,-1.5699664517371252,emersed,intercept,1,111,yes
Cuban bulrush,Cicuta maculata,invasive plant cover,-0.08713735117697852,0.08051126539663227,0.0020787919337549483,0.002127554657108524,-0.24999645562055367,-0.14046019577663665,-0.08200062170710866,-0.03144402142523909,0.0609034205215299,emersed,Cuban bulrush cover,1,111,no
Cuban bulrush,Cicuta maculata,management,0.01164758024832513,0.12094648137660649,0.0031228247210265494,0.0029735518292692592,-0.2217118642222869,-0.07006579802262339,0.012870791815051501,0.08888150449353417,0.24312129818762268,emersed,Cuban bulrush mgmt.,1,111,no
Cuban bulrush,Cicuta maculata,interaction,0.06527907716738035,0.090647119593003,0.0023404985637691515,0.0024753808479135967,-0.10812500483692039,0.0013480036545293604,0.0629532124406294,0.12738809258318085,0.2524716496817169,emersed,interaction,1,111,no
Cuban bulrush,Cladium jamaicense,intercept,-6.417860085556782e-4,0.09986693871510227,0.002578553269868719,0.002836245777839682,-0.1989757157691222,-0.06878477470443631,-0.0020742417260568293,0.0649579137150723,0.19386672948627798,emersed,intercept,1,112,no
Cuban bulrush,Cladium jamaicense,invasive plant cover,-0.02120755062609613,0.051630244721268974,0.0013330871864405875,0.0014152730132833986,-0.12347848372711305,-0.055406675754724626,-0.019148156143625993,0.014218555752926567,0.07989954842294025,emersed,Cuban bulrush cover,1,112,no
Cuban bulrush,Cladium jamaicense,management,-0.05687305969741415,0.10220097481040726,0.002638817822712473,0.002597352263010462,-0.25360867629692596,-0.12859104910641506,-0.05592781984983114,0.01589069152575373,0.14495522759973267,emersed,Cuban bulrush mgmt.,1,112,no
Cuban bulrush,Cladium jamaicense,interaction,0.04443793121768357,0.06745986483118104,0.0017418062201904503,0.0019358134711407494,-0.08522480546914794,-7.910611275487952e-4,0.04326377622484634,0.09289035293812799,0.17871330693773102,emersed,interaction,1,112,no
Cuban bulrush,Crinum americanum,intercept,-1.4192992726537037,0.11500318977252424,0.0029693695916647835,0.004066046976683352,-1.6413798742689454,-1.495402860880937,-1.4189479627992077,-1.3480313589388817,-1.182862467455081,emersed,intercept,1,113,yes
Cuban bulrush,Crinum americanum,invasive plant cover,-0.03973343173490185,0.061841261197489394,0.0015967344981755957,0.0016434264040348556,-0.1702193545900465,-0.07697879187246182,-0.03831124933289405,0.0017851908254747973,0.07536227537662099,emersed,Cuban bulrush cover,1,113,no
Cuban bulrush,Crinum americanum,management,0.08861736904738278,0.11155293609722389,0.0028802844248339223,0.0031578390587490355,-0.12958829546644574,0.011986884914625622,0.09067864726500856,0.16278833116570202,0.30752725234523615,emersed,Cuban bulrush mgmt.,1,113,no
Cuban bulrush,Crinum americanum,interaction,-0.2031436592999288,0.12429195432884312,0.0032092044612212147,0.005092246327516471,-0.47195252243706165,-0.27904191984526555,-0.19526301971681315,-0.11982472572120705,0.027986285731408916,emersed,interaction,1,113,no
Cuban bulrush,Cyperus articulatus,intercept,-2.716632136781911,0.30836228670858457,0.007961880006805233,0.031292874722851347,-3.3079130366779452,-2.926368535019151,-2.7301765051981057,-2.499435157911887,-2.1378389277431458,emersed,intercept,1,114,yes
Cuban bulrush,Cyperus articulatus,invasive plant cover,0.1394398640501556,0.07226343338064764,0.0018658338268201164,0.00224134910820002,-0.0028105601719081337,0.09288478603936548,0.13985142412844415,0.18824321545072525,0.27421195862995484,emersed,Cuban bulrush cover,1,114,no
Cuban bulrush,Cyperus articulatus,management,-0.07738073975253591,0.15353190549729787,0.0039641767540168375,0.004926730439112878,-0.3809532667298491,-0.1799515644239901,-0.07685573274279925,0.022828732996548414,0.21756858675976082,emersed,Cuban bulrush mgmt.,1,114,no
Cuban bulrush,Cyperus articulatus,interaction,-0.24867315541350257,0.1399007730002015,0.0036122224263421647,0.007722423733242918,-0.5450604014666982,-0.34248915235394267,-0.2372183586070159,-0.1501614209524152,-0.009583343302628791,emersed,interaction,1,114,yes
Cuban bulrush,Cyperus spp. (other natives),intercept,0.5679866624148923,0.08619610987947586,0.0022255739871404976,0.0021631298565921685,0.4050155517509981,0.5084902135732707,0.568533320602364,0.6227962586962739,0.7369119017809105,emersed,intercept,1,115,yes
Cuban bulrush,Cyperus spp. (other natives),invasive plant cover,-0.0405755872673371,0.043848538925770716,0.0011321644067669174,0.0011262569292456082,-0.12836214095756818,-0.06949561178187767,-0.04122026659921896,-0.011179612522057578,0.044648842891640166,emersed,Cuban bulrush cover,1,115,no
Cuban bulrush,Cyperus spp. (other natives),management,-0.08505098878110307,0.0862003268376933,0.0022256828685334826,0.0022086353774709343,-0.25056475723211774,-0.14433577234115014,-0.08317885496003316,-0.028083334946247877,0.08589890342931777,emersed,Cuban bulrush mgmt.,1,115,no
Cuban bulrush,Cyperus spp. (other natives),interaction,0.14819729003440646,0.06595745641900388,0.0017030142017933569,0.0017524420271250339,0.02585332004066304,0.10179365537755619,0.14830145926026722,0.19110953356741303,0.2773995720947905,emersed,interaction,1,115,yes
Cuban bulrush,Decodon verticillatus,intercept,-1.7917983181056591,0.12744626257831318,0.003290648350014563,0.00599928063020576,-2.047688961302061,-1.8732599216950274,-1.7910354747661394,-1.7050949891227065,-1.5467553152398756,emersed,intercept,1,116,yes
Cuban bulrush,Decodon verticillatus,invasive plant cover,0.019334968378363623,0.06279303508219666,0.0016213091942077719,0.0017277114153951014,-0.1074263936113933,-0.023408148681518273,0.022049584636109613,0.061218649235560585,0.13391878974118326,emersed,Cuban bulrush cover,1,116,no
Cuban bulrush,Decodon verticillatus,management,0.13563515912525834,0.1071804088817519,0.0027673862575915108,0.003080875606231683,-0.07205449625878074,0.06505078997043484,0.13752050371256463,0.20961149156248707,0.33852790221129353,emersed,Cuban bulrush mgmt.,1,116,no
Cuban bulrush,Decodon verticillatus,interaction,0.10590161111357588,0.0741233849470794,0.0019138575697637337,0.0020214274840295,-0.04170026267173181,0.05719555341201417,0.10483777577916903,0.1572145537006952,0.2574322214656279,emersed,interaction,1,116,no
Cuban bulrush,Echinochloa spp.,intercept,-0.7924194202105358,0.17064458490157675,0.00440602423629523,0.004234376703601616,-1.1182969050346248,-0.9034139957290492,-0.7942379295800511,-0.6828615325968814,-0.4690096890751826,emersed,intercept,1,117,yes
Cuban bulrush,Echinochloa spp.,invasive plant cover,-0.007151084242164725,0.05350171849524941,0.0013814084315038552,0.0013183991711281638,-0.11719051482177015,-0.04004382717241162,-0.005299406251811507,0.029235195798516217,0.0925460600209224,emersed,Cuban bulrush cover,1,117,no
Cuban bulrush,Echinochloa spp.,management,0.0850181476024319,0.09538000681437576,0.0024627011863548485,0.002449093211459599,-0.09438007695679437,0.018088253901402628,0.08493031007240032,0.146670603997194,0.2735741548092725,emersed,Cuban bulrush mgmt.,1,117,no
Cuban bulrush,Echinochloa spp.,interaction,-0.07271420272096304,0.08081954704253205,0.0020867517316250236,0.002089975931240707,-0.2383039815315666,-0.12770662445800265,-0.07225575393635886,-0.015539115492658866,0.08024989529771598,emersed,interaction,1,117,no
Cuban bulrush,"Eleocharis spp., emersed",intercept,0.13047689115816533,0.12476782295314974,0.003221491336267363,0.003222889092032021,-0.10600886857300801,0.045944448146183405,0.13058060030498075,0.21359329603545213,0.3816729358969143,emersed,intercept,1,118,no
Cuban bulrush,"Eleocharis spp., emersed",invasive plant cover,-3.209124037263548e-4,0.049417846895974504,0.001275963320223581,0.0012744445834348423,-0.09837982713911071,-0.03395203924987338,1.1071615995353908e-4,0.03266289750107965,0.09610694612643164,emersed,Cuban bulrush cover,1,118,no
Cuban bulrush,"Eleocharis spp., emersed",management,0.10799335456161388,0.09399985941560451,0.0024270659337498317,0.0024874781786917914,-0.08204129546827416,0.04812831078243187,0.10463696216467272,0.17010107034620234,0.2930815266364725,emersed,Cuban bulrush mgmt.,1,118,no
Cuban bulrush,"Eleocharis spp., emersed",interaction,-0.11535024307226437,0.07375921227066111,0.0019044546716909883,0.0019617656859969327,-0.2601194040437644,-0.16528213553570761,-0.11318947906183721,-0.06677320319304689,0.028468157011770953,emersed,interaction,1,118,no
Cuban bulrush,"Eleocharis spp., sub/floating",intercept,0.3381293729157494,0.07845607726988159,0.002025727204500091,0.0019794490208473953,0.1811162437897997,0.2868062291300001,0.33625607131905705,0.3903454224063222,0.4996592818115924,submersed,intercept,3,319,yes
Cuban bulrush,"Eleocharis spp., sub/floating",invasive plant cover,0.06842414637957331,0.04838876731514473,0.0012493925997004087,0.0012492610580671045,-0.023690439453654323,0.03606752919992795,0.06735046327268411,0.09917248205117904,0.16790047242652756,submersed,Cuban bulrush cover,3,319,no
Cuban bulrush,"Eleocharis spp., sub/floating",management,0.1275384193256213,0.08687813027967452,0.0022431836781521184,0.0023869939353484645,-0.04219488585514165,0.06488947504704538,0.12904555975649828,0.18843187769628703,0.29215183712370957,submersed,Cuban bulrush mgmt.,3,319,no
Cuban bulrush,"Eleocharis spp., sub/floating",interaction,-0.016344743768404748,0.06309403608816573,0.0016290810067631709,0.0016860582064078323,-0.1401403818316055,-0.06005796406697129,-0.01397935672311553,0.026452655243597797,0.1004689208800589,submersed,interaction,3,319,no
Cuban bulrush,Filamentous algae,intercept,0.3272843066541048,0.07639933567969286,0.0019726223649917368,0.0019701051266078546,0.16875041454875084,0.27835656322435665,0.32925937636649283,0.37669720976808874,0.47290124545074863,floating,intercept,2,220,yes
Cuban bulrush,Filamentous algae,invasive plant cover,0.05827117150183857,0.047145906855931584,0.0012173020806324607,0.001215867346251588,-0.03158727871206045,0.024417639511032277,0.05676758764615196,0.09058207601578559,0.15168204285192793,floating,Cuban bulrush cover,2,220,no
Cuban bulrush,Filamentous algae,management,0.19715267660613456,0.08824471150718513,0.002278468653721373,0.0022572099898419675,0.023669589078515754,0.13939096860671873,0.1945477335574178,0.25796506472763936,0.3730704745600518,floating,Cuban bulrush mgmt.,2,220,yes
Cuban bulrush,Filamentous algae,interaction,0.014918703903794876,0.061452469028053784,0.0015866959275265293,0.001765780357123972,-0.11412238234928711,-0.02610564480975565,0.01593405133463257,0.058368751490882234,0.13050298022403217,floating,interaction,2,220,no
Cuban bulrush,Fuirena spp.,intercept,-0.434254809507591,0.12213074984807228,0.003153402401476053,0.0033606650016680182,-0.681465109465216,-0.5175473331888012,-0.4307508017549688,-0.34940238118994715,-0.2114249859341814,emersed,intercept,1,121,yes
Cuban bulrush,Fuirena spp.,invasive plant cover,-0.0759568861366783,0.06530819263003068,0.0016862502828467651,0.0017806981520514123,-0.2087427696103797,-0.11810655401917232,-0.07346922960050076,-0.032865916471550044,0.05516445752943089,emersed,Cuban bulrush cover,1,121,no
Cuban bulrush,Fuirena spp.,management,-0.1817322671751955,0.11044466744059699,0.002851669051165658,0.0027912574045131948,-0.40267787625099344,-0.25767242824995484,-0.1811170969883611,-0.10687464245374159,0.03982517581129136,emersed,Cuban bulrush mgmt.,1,121,no
Cuban bulrush,Fuirena spp.,interaction,-0.040123858310395485,0.11000698522997784,0.002840368145081263,0.003769658297682147,-0.26013138425176646,-0.11144928789734906,-0.0394516518296064,0.03783955882604704,0.16803363151380685,emersed,interaction,1,121,no
Cuban bulrush,Hydrocotyle spp.,intercept,1.5536918327059186,0.0949184421492095,0.0024507836379456037,0.0027118744150628404,1.3702121468522994,1.4893507790843907,1.5539811710486906,1.6154724512745202,1.742300047574598,emersed,intercept,1,122,yes
Cuban bulrush,Hydrocotyle spp.,invasive plant cover,0.040321085633160114,0.06827932817749469,0.0017629646728111181,0.0018597728757408442,-0.08214876504995315,-0.008037004518514523,0.03818847667070302,0.0840333273534243,0.1866069055249316,emersed,Cuban bulrush cover,1,122,no
Cuban bulrush,Hydrocotyle spp.,management,0.10984724135082678,0.1207793603355044,0.0031185096742999546,0.003087122139367522,-0.1211707710087793,0.024962881535768637,0.10578522290074903,0.1946473045184635,0.34679295437834246,emersed,Cuban bulrush mgmt.,1,122,no
Cuban bulrush,Hydrocotyle spp.,interaction,-0.004260758010841725,0.08510547114031063,0.002197413815983727,0.0023877414416200084,-0.17170203323679945,-0.06374669680303761,-0.0033706181011554795,0.05510077718811287,0.15474945165689472,emersed,interaction,1,122,no
Cuban bulrush,Hypericum spp.,intercept,-1.4310399107894778,0.15718326492115575,0.004058454448947631,0.004283196420898244,-1.7377473707023552,-1.5326221478157387,-1.4281938926186202,-1.3299462791661099,-1.1273362306569765,emersed,intercept,1,123,yes
Cuban bulrush,Hypericum spp.,invasive plant cover,-0.12554388487823662,0.08888957894665796,0.0022951190594119714,0.002983236345274142,-0.3189051411018724,-0.18062700691440922,-0.12141460596326131,-0.06344354170659693,0.03099975973373576,emersed,Cuban bulrush cover,1,123,no
Cuban bulrush,Hypericum spp.,management,-0.15431436543809376,0.11960188648181524,0.0030881074301270695,0.0031736824848337237,-0.3888029512968072,-0.235735260742932,-0.15176269689287403,-0.0727629081528949,0.07505789728921616,emersed,Cuban bulrush mgmt.,1,123,no
Cuban bulrush,Hypericum spp.,interaction,0.02134480611993048,0.11556923998834151,0.0029839849453912994,0.00374903986443731,-0.2010585452978968,-0.0566847356775336,0.019898625269559808,0.09953780812018209,0.24516465753894334,emersed,interaction,1,123,no
Cuban bulrush,Juncus effusus,intercept,-0.542650805628951,0.08542125448807428,0.0022055673069630486,0.0022067612652289107,-0.709874467546569,-0.5990458781774776,-0.5440464355996888,-0.48993119379166483,-0.37057359351058594,emersed,intercept,1,124,yes
Cuban bulrush,Juncus effusus,invasive plant cover,0.028026586033384003,0.048979557717762634,0.001264646742303331,0.0012885781280372408,-0.07185701560395436,-0.00476148559795648,0.028453060848863107,0.05990960756415072,0.12516954411261993,emersed,Cuban bulrush cover,1,124,no
Cuban bulrush,Juncus effusus,management,-0.016651175005663144,0.09094408349602594,0.0023481661387747014,0.002405166934709178,-0.19079833378778904,-0.07935677644822492,-0.018112595325827312,0.04249167066109186,0.16562993720999947,emersed,Cuban bulrush mgmt.,1,124,no
Cuban bulrush,Juncus effusus,interaction,-0.04422541871184442,0.06886790002482002,0.0017781615325627017,0.0017788945393619826,-0.18190240384488043,-0.0886625813597816,-0.04370761294626804,0.0039749085336572695,0.08551089643159575,emersed,interaction,1,124,no
Cuban bulrush,Leersia hexandra,intercept,-0.9383825476901894,0.08690562325670044,0.002243893543766512,0.0022370961882549755,-1.1118177583330782,-0.9941410494708234,-0.9356837409127776,-0.8829109944297822,-0.765618168165965,emersed,intercept,1,125,yes
Cuban bulrush,Leersia hexandra,invasive plant cover,0.045497961415783016,0.05384412058037089,0.0013902492153264033,0.0013821337839962301,-0.0602865224913476,0.010631554346159311,0.046134137515084446,0.08115816172914811,0.14770277066693716,emersed,Cuban bulrush cover,1,125,no
Cuban bulrush,Leersia hexandra,management,-0.10924578745768815,0.09741654927724916,0.0025152844866385346,0.0026165207875984637,-0.29543253004666103,-0.17869421338963587,-0.10874221131181833,-0.042433215275556074,0.07629471716995842,emersed,Cuban bulrush mgmt.,1,125,no
Cuban bulrush,Leersia hexandra,interaction,-0.11194608859414597,0.07853687440478598,0.0020278133775527975,0.002137959692234366,-0.26561724675620324,-0.1678941534274924,-0.10743916572348336,-0.05902942978750477,0.035553967718926355,emersed,interaction,1,125,no
Cuban bulrush,Lemna/Spirodela spp.,intercept,0.29153404287568646,0.07189791467150108,0.0018563961743317705,0.0018535056784478483,0.15372848429594277,0.24408331670240394,0.2916108385008793,0.3406517406292178,0.4324564458394463,floating,intercept,2,226,yes
Cuban bulrush,Lemna/Spirodela spp.,invasive plant cover,-0.00942719868350956,0.04754793331930593,0.0012276823592816842,0.0012106812524535046,-0.09949962577611657,-0.04240050323386962,-0.011270273014146646,0.022500737127309007,0.08566495386471937,floating,Cuban bulrush cover,2,226,no
Cuban bulrush,Lemna/Spirodela spp.,management,-0.05217350519278682,0.08973409520733157,0.0023169243754999065,0.0023776603033073525,-0.22520225149692802,-0.1145368977580557,-0.05697791865963216,0.00956606629606506,0.12645067038774882,floating,Cuban bulrush mgmt.,2,226,no
Cuban bulrush,Lemna/Spirodela spp.,interaction,0.03671060626320901,0.06318174705645462,0.0016313456942262546,0.0017583001354552765,-0.08972258329967855,-0.0056349469431032,0.03654316612952535,0.0811943897081156,0.15457095503350712,floating,interaction,2,226,no
Cuban bulrush,Limnobium spongia,intercept,-1.3823490052945748,0.1062937330546743,0.0027444923861798024,0.0034706079727098394,-1.598516807883334,-1.4510792760246,-1.3798113130185672,-1.3065148635698347,-1.1841886931298162,floating,intercept,2,227,yes
Cuban bulrush,Limnobium spongia,invasive plant cover,0.1308957556003587,0.063262686910832,0.0016334355522799088,0.0015766431259074988,0.005293645806518331,0.08807199329090364,0.12921937983092074,0.1714292228228192,0.25938033532278537,floating,Cuban bulrush cover,2,227,yes
Cuban bulrush,Limnobium spongia,management,0.2513316391784998,0.10649259884910431,0.0027496270789128543,0.0027906507452043956,0.049725066124988664,0.17981198142609672,0.2506647044203333,0.32089213936563593,0.4639158601465634,floating,Cuban bulrush mgmt.,2,227,yes
Cuban bulrush,Limnobium spongia,interaction,-0.06799311025194414,0.08034895092088962,0.0020746009920122837,0.0020754297339227235,-0.23015428005849375,-0.12088498624890222,-0.06504333369606076,-0.012616586523265715,0.08109358060795427,floating,interaction,2,227,no
