TaxonName,effect,component,group,term,estimate,std.error,statistic,p.value
Bidens spp.,fixed,cond,NA,Time:TrtAreaNonC,-1.6578226664242389e-4,9.53778868920119e-4,-0.173816250332873,0.8620098728773086
Bidens spp.,fixed,cond,NA,Time:TrtFreqConC,0.0015452352425492494,6.150661502796194e-4,2.512307402783846,0.011994455654538817
Bidens spp.,fixed,cond,NA,Time:TrtFreqSysC,-0.0012100890869623665,6.092473981690283e-4,-1.9862031263474382,0.04701077386552808
Bidens spp.,fixed,cond,NA,Time:TrtFreqNonC,0.004282822124384706,0.00209519099671327,2.044120145181598,0.040941679469010804
Bidens spp.,fixed,cond,NA,Time:TrtMonthStd,0.00377672704235193,0.013790326744946957,0.27386784317752266,0.7841861845277238
Bidens spp.,fixed,cond,NA,Time:LatitudeC,-0.026724654364413545,0.018664983241044732,-1.4318070377714247,0.15219905258666033
Bidens spp.,ran_pars,cond,AreaOfInterestID,sd__(Intercept),2.128209605894524,NA,NA,NA
Brasenia schreberi,fixed,cond,NA,(Intercept),-13.901880832952411,1.5801906446698062,-8.79759722654055,1.39776685094092e-18
Brasenia schreberi,fixed,cond,NA,Time,0.0663546217811197,0.1205178536068073,0.5505791863635692,0.5819221800571603
Brasenia schreberi,fixed,cond,NA,Time:HydrPACc,0.001014191310710035,0.008780156764312578,0.1155094764175818,0.9080413096597877
Brasenia schreberi,fixed,cond,NA,Time:FloatPACc,-0.38265969965159213,0.18482009239273645,-2.0704442612140523,0.038410760618424966
Brasenia schreberi,fixed,cond,NA,Time:TrtAreaConC,-0.07039228757765754,0.03997591608078445,-1.7608674041492094,0.07826084806256822
Brasenia schreberi,fixed,cond,NA,Time:TrtAreaSysC,0.004448245848056672,0.006173159050322888,0.7205785258074641,0.47116886995546126
Brasenia schreberi,fixed,cond,NA,Time:TrtAreaNonC,0.005187309664959577,0.003005120712779845,1.7261568371944462,0.08431920084824329
Brasenia schreberi,fixed,cond,NA,Time:TrtFreqConC,-8.277465220733709e-4,0.0024096128485606603,-0.343518471263054,0.7312084472656024
Brasenia schreberi,fixed,cond,NA,Time:TrtFreqSysC,-0.0020612934590244518,0.002575442137605293,-0.8003648883919757,0.42349941785521605
Brasenia schreberi,fixed,cond,NA,Time:TrtFreqNonC,0.012270140476650477,0.005033592358763769,2.4376508072385854,0.014783046532946023
Brasenia schreberi,fixed,cond,NA,Time:TrtMonthStd,0.05554580634942672,0.045038027200025074,1.2333090457700109,0.2174604842815764
Brasenia schreberi,fixed,cond,NA,Time:LatitudeC,-0.15394912202700273,0.07376412548001698,-2.0870459864491746,0.03688397784054663
Brasenia schreberi,ran_pars,cond,AreaOfInterestID,sd__(Intercept),16.962198885942417,NA,NA,NA
Cabomba caroliniana,fixed,cond,NA,(Intercept),-8.668206821969935,0.7093260511076198,-12.22034184199839,2.420646863120295e-34
Cabomba caroliniana,fixed,cond,NA,Time,-0.01679131490152523,0.03846471884374122,-0.4365380901323663,0.6624463695761686
Cabomba caroliniana,fixed,cond,NA,Time:HydrPACc,0.011773185945006582,0.0038169915534067194,3.084414985015842,0.002039528905240614
Cabomba caroliniana,fixed,cond,NA,Time:FloatPACc,-0.030607057279164563,0.03134953347232904,-0.9763161964174097,0.32890779617565874
Cabomba caroliniana,fixed,cond,NA,Time:TrtAreaConC,0.008067843069549305,0.010590909325459745,0.7617705733873881,0.44619694613006355
Cabomba caroliniana,fixed,cond,NA,Time:TrtAreaSysC,-0.005407980833601917,0.005437737531279641,-0.9945277429249659,0.3199660058030346
Cabomba caroliniana,fixed,cond,NA,Time:TrtAreaNonC,0.003812383690295839,0.0016879015862484058,2.2586528274846804,0.02390498895440364
Cabomba caroliniana,fixed,cond,NA,Time:TrtFreqConC,0.004625209861840391,0.001826895301250758,2.5317323103703897,0.011350060415946044
Cabomba caroliniana,fixed,cond,NA,Time:TrtFreqSysC,-0.0048745642619053755,0.0014416390737871062,-3.3812653600600355,7.215282635219577e-4
Cabomba caroliniana,fixed,cond,NA,Time:TrtFreqNonC,0.0018924857849765193,0.0024947975157387447,0.758572899418704,0.44810808932387536
Cabomba caroliniana,fixed,cond,NA,Time:TrtMonthStd,0.05420336753195335,0.034776408707371184,1.558624640860758,0.11908524743995112
Cabomba caroliniana,fixed,cond,NA,Time:LatitudeC,0.0173066444578087,0.03252747854529325,0.5320622818553203,0.5946828598361853
Cabomba caroliniana,ran_pars,cond,AreaOfInterestID,sd__(Intercept),8.357636361751974,NA,NA,NA
Carex spp.,fixed,cond,NA,(Intercept),-4.654905282017719,0.4058498120488144,-11.469526765378522,1.8768283533834325e-30
Carex spp.,fixed,cond,NA,Time,0.03950746464657842,0.03310361982387619,1.1934484765343825,0.23269377932001617
Carex spp.,fixed,cond,NA,Time:HydrPACc,0.004495907305601138,0.0029835011407041753,1.5069232735537013,0.13183032511323275
Carex spp.,fixed,cond,NA,Time:FloatPACc,-0.011545275309299585,0.01496112769953455,-0.7716848315958673,0.44030111673547223
Carex spp.,fixed,cond,NA,Time:TrtAreaConC,-0.006544836648879082,0.010309402543787762,-0.6348415071659869,0.5255317892428168
Carex spp.,fixed,cond,NA,Time:TrtAreaSysC,-0.02058521278535939,0.00775771707098976,-2.6535142487135133,0.007965840731890116
Carex spp.,fixed,cond,NA,Time:TrtAreaNonC,-0.007795109747028191,0.00199594109096207,-3.905480869313054,9.403819809007402e-5
Carex spp.,fixed,cond,NA,Time:TrtFreqConC,0.002092630972120447,0.0010435815634109952,2.00523949970962,0.044937449189141124
Carex spp.,fixed,cond,NA,Time:TrtFreqSysC,-2.6405573158316603e-4,9.179530164185641e-4,-0.2876571315309705,0.7736092076468553
Carex spp.,fixed,cond,NA,Time:TrtFreqNonC,0.004818927924353177,0.0020791128452376305,2.317780843589758,0.0204612347264857
Carex spp.,fixed,cond,NA,Time:TrtMonthStd,-0.05216028358166132,0.024374321565575497,-2.139968632207129,0.032357301820980726
Carex spp.,fixed,cond,NA,Time:LatitudeC,0.10295983842579812,0.027530324949700972,3.739870074687093,1.841153965819643e-4
Carex spp.,ran_pars,cond,AreaOfInterestID,sd__(Intercept),2.7884303567469644,NA,NA,NA
Cephalanthus occidentalis,fixed,cond,NA,(Intercept),1.2346155767209426,0.19589163421564956,6.3025436571824285,2.9280002790372916e-10
Cephalanthus occidentalis,fixed,cond,NA,Time,0.15891879985100132,0.02240731260998554,7.092273965070722,1.3192601109434913e-12
Cephalanthus occidentalis,fixed,cond,NA,Time:HydrPACc,-0.0037745162525321687,0.00307619497018209,-1.227008134763559,0.21981953345441493
Cephalanthus occidentalis,fixed,cond,NA,Time:FloatPACc,-0.010616065160508925,0.01353318369776108,-0.7844469858386123,0.43277787759734676
Cephalanthus occidentalis,fixed,cond,NA,Time:TrtAreaConC,-0.025587908275097042,0.006575611006473816,-3.8913354591543285,9.969398574128986e-5
Cephalanthus occidentalis,fixed,cond,NA,Time:TrtAreaSysC,-0.0011258692064134007,0.002191050638894448,-0.513849012171388,0.6073575579680386
Cephalanthus occidentalis,fixed,cond,NA,Time:TrtAreaNonC,-0.002863267235332217,0.0011118668355149493,-2.5751889919498545,0.010018532760241672
Cephalanthus occidentalis,fixed,cond,NA,Time:TrtFreqConC,0.0025330277041144427,7.63048907831079e-4,3.319613825690968,9.014204813902085e-4
Cephalanthus occidentalis,fixed,cond,NA,Time:TrtFreqSysC,0.0017670879280127646,7.077253198584225e-4,2.496855599805675,0.012529996856160021
Cephalanthus occidentalis,fixed,cond,NA,Time:TrtFreqNonC,0.002502562111894475,0.0029941693483509124,0.8358118131403629,0.4032607797031004
Cephalanthus occidentalis,fixed,cond,NA,Time:TrtMonthStd,0.020049881216746935,0.015910849623977465,1.260138942331024,0.2076192442501652
Cephalanthus occidentalis,fixed,cond,NA,Time:LatitudeC,0.03348379457559423,0.02423369972947125,1.3817037823107832,0.16706267257645877
Cephalanthus occidentalis,ran_pars,cond,AreaOfInterestID,sd__(Intercept),2.50122322682647,NA,NA,NA
Ceratophyllum demersum,fixed,cond,NA,(Intercept),-0.7086628651023781,0.20307739650814888,-3.4896196095065735,4.8370853836957067e-4
Ceratophyllum demersum,fixed,cond,NA,Time,0.060621903994633526,0.020971629043879732,2.890662612226834,0.0038443058851470873
Ceratophyllum demersum,fixed,cond,NA,Time:HydrPACc,0.015528967283026286,0.0044031124986382885,3.5268159257408915,4.205890583327291e-4
Ceratophyllum demersum,fixed,cond,NA,Time:FloatPACc,-0.041421358062076315,0.013353105283669817,-3.1020019075811955,0.0019221671975017593
Ceratophyllum demersum,fixed,cond,NA,Time:TrtAreaConC,0.00749548255779845,0.005171344017690608,1.449426402915222,0.14721853967995374
Ceratophyllum demersum,fixed,cond,NA,Time:TrtAreaSysC,-6.065146492951879e-4,0.00191082658514032,-0.3174095723870458,0.7509328447555301
Ceratophyllum demersum,fixed,cond,NA,Time:TrtAreaNonC,-8.704370531473641e-4,0.0010317083985409048,-0.8436851482244218,0.39884536890858785
Ceratophyllum demersum,fixed,cond,NA,Time:TrtFreqConC,-5.096857194250116e-4,7.779273890168612e-4,-0.6551841812243538,0.5123491778332642
Ceratophyllum demersum,fixed,cond,NA,Time:TrtFreqSysC,0.002304923694514321,6.708116863316046e-4,3.4360219737956688,5.903230909153603e-4
Ceratophyllum demersum,fixed,cond,NA,Time:TrtFreqNonC,0.00815921602714881,0.0030003371937369783,2.7194330171224346,0.006539393817297738
Ceratophyllum demersum,fixed,cond,NA,Time:TrtMonthStd,0.012848481808799647,0.016875556756323885,0.7613663948589343,0.44643825362889716
Ceratophyllum demersum,fixed,cond,NA,Time:LatitudeC,-0.002021627753941179,0.02169617763766488,-0.09317898238589288,0.9257613713621016
Ceratophyllum demersum,ran_pars,cond,AreaOfInterestID,sd__(Intercept),2.855567039293137,NA,NA,NA
Chara spp.,fixed,cond,NA,(Intercept),-2.6185412685826233,0.21876656032969966,-11.969568222109727,5.129486482685284e-33
Chara spp.,fixed,cond,NA,Time,-0.025243805990661,0.0221920780718766,-1.1375142926633703,0.25532335311886706
Chara spp.,fixed,cond,NA,Time:HydrPACc,0.002348423169781056,0.00230314129308227,1.0196609199942681,0.3078893019624852
Chara spp.,fixed,cond,NA,Time:FloatPACc,-0.02336847467533224,0.02310861684918234,-1.0112450618678674,0.31189915322550693
Chara spp.,fixed,cond,NA,Time:TrtAreaConC,-0.013066608808580406,0.006101615090519641,-2.1415000151160952,0.03223373726457777
Chara spp.,fixed,cond,NA,Time:TrtAreaSysC,8.353920564679352e-4,0.001954959985552274,0.42731926108039386,0.669146805617718
Chara spp.,fixed,cond,NA,Time:TrtAreaNonC,0.0011648823930019531,9.73155271734453e-4,1.1970159612101625,0.2313003335915698
Chara spp.,fixed,cond,NA,Time:TrtFreqConC,5.356202196912411e-4,8.474349406250514e-4,0.632048779220949,0.5273550033823883
Chara spp.,fixed,cond,NA,Time:TrtFreqSysC,5.648916744499682e-4,7.434362957603997e-4,0.7598387079987629,0.4473510022410574
Chara spp.,fixed,cond,NA,Time:TrtFreqNonC,0.002328144569114631,0.0015614447332707461,1.4910195151370391,0.13595637137630553
Chara spp.,fixed,cond,NA,Time:TrtMonthStd,-0.01191393047357581,0.01795094195495002,-0.6636938887928671,0.5068862515230781
Chara spp.,fixed,cond,NA,Time:LatitudeC,-0.01232533467120479,0.023747389987980035,-0.5190184975040782,0.6037478421299431
Chara spp.,ran_pars,cond,AreaOfInterestID,sd__(Intercept),2.3469868329241823,NA,NA,NA
Cicuta maculata,fixed,cond,NA,(Intercept),-7.963734182664964,0.6923072502466902,-11.503178942337009,1.2714469580832939e-30
Cicuta maculata,fixed,cond,NA,Time,-0.056897031897635106,0.044948722350160134,-1.2658208937374258,0.2055772129610238
Cicuta maculata,fixed,cond,NA,Time:HydrPACc,-0.0073549897408305195,0.00420187828049161,-1.7504052354343789,0.08004841326431025
Cicuta maculata,fixed,cond,NA,Time:FloatPACc,0.03843421299097128,0.01845654358989382,2.082416613044306,0.03730443228773072
Cicuta maculata,fixed,cond,NA,Time:TrtAreaConC,-0.013993864576515979,0.017379812021679226,-0.8051792826677479,0.4207162298608742
Cicuta maculata,fixed,cond,NA,Time:TrtAreaSysC,-0.019617591571116005,0.012222200758544119,-1.6050784927094266,0.10847653177002081
Cicuta maculata,fixed,cond,NA,Time:TrtAreaNonC,-0.0014785478887904989,0.002027870179284824,-0.729113679906247,0.46593212726352307
Cicuta maculata,fixed,cond,NA,Time:TrtFreqConC,0.0020268102051829604,0.0012922322720204744,1.5684565763196225,0.11677461641873851
Cicuta maculata,fixed,cond,NA,Time:TrtFreqSysC,-1.520580089459388e-4,0.0012056518939029465,-0.12612098874882974,0.899636153512846
Cicuta maculata,fixed,cond,NA,Time:TrtFreqNonC,-8.318792509082908e-4,0.0021031965027661984,-0.3955309215349939,0.6924511060021592
Cicuta maculata,fixed,cond,NA,Time:TrtMonthStd,0.05438680723531699,0.028667186983069387,1.8971797709847642,0.05780421574940547
Cicuta maculata,fixed,cond,NA,Time:LatitudeC,0.11391732572953815,0.036849880164568666,3.0913893130938916,0.0019922224209989628
Cicuta maculata,ran_pars,cond,AreaOfInterestID,sd__(Intercept),6.96392838473995,NA,NA,NA
Cladium jamaicense,fixed,cond,NA,(Intercept),-1.4536976915452906,0.3972458779350251,-3.6594405940772594,2.52766429211481e-4
Cladium jamaicense,fixed,cond,NA,Time,0.12279165717795648,0.026912092709623865,4.562694492132368,5.050127440890077e-6
Cladium jamaicense,fixed,cond,NA,Time:HydrPACc,-0.002486999549286282,0.0034611049518160335,-0.718556525707595,0.47241420801040473
Cladium jamaicense,fixed,cond,NA,Time:FloatPACc,-0.13214560959554222,0.030643682607110288,-4.312327969513701,1.615445655448733e-5
Cladium jamaicense,fixed,cond,NA,Time:TrtAreaConC,-0.005901919080422373,0.006267896107093399,-0.9416108658443065,0.3463919046057004
Cladium jamaicense,fixed,cond,NA,Time:TrtAreaSysC,0.0075668147553282095,0.0033414936371832936,2.264500722409468,0.02354333537541518
Cladium jamaicense,fixed,cond,NA,Time:TrtAreaNonC,-0.003215559893407387,0.0015623331184484667,-2.05817815383746,0.03957303490005717
Cladium jamaicense,fixed,cond,NA,Time:TrtFreqConC,3.146798497107898e-4,0.001009844485995691,0.31161218789101014,0.7553352705481029
Cladium jamaicense,fixed,cond,NA,Time:TrtFreqSysC,7.022334437158271e-4,9.728492530042866e-4,0.7218317139548988,0.4703979486465571
Cladium jamaicense,fixed,cond,NA,Time:TrtFreqNonC,2.5299498618500566e-4,0.002368353289422648,0.10682316160976145,0.9149292723034587
Cladium jamaicense,fixed,cond,NA,Time:TrtMonthStd,-0.0011427162323761867,0.023796701627274614,-0.0480199420186225,0.9617003495067266
Cladium jamaicense,fixed,cond,NA,Time:LatitudeC,0.03349829716839386,0.03090890746361696,1.0837748700055116,0.27846463002929306
Cladium jamaicense,ran_pars,cond,AreaOfInterestID,sd__(Intercept),5.343935185505105,NA,NA,NA
Crinum americanum,fixed,cond,NA,(Intercept),-7.642212482189732,0.7917816682814649,-9.651918942221652,4.824436357644529e-22
Crinum americanum,fixed,cond,NA,Time,0.1457957931337726,0.03372276214992205,4.323364512242649,1.536675246170449e-5
Crinum americanum,fixed,cond,NA,Time:HydrPACc,-0.016591038963777404,0.007242648577729627,-2.2907419552003505,0.021978342531932083
Crinum americanum,fixed,cond,NA,Time:FloatPACc,0.004964688504961827,0.016151859967377245,0.30737565302010217,0.7585574578505958
Crinum americanum,fixed,cond,NA,Time:TrtAreaConC,-0.010497119641553898,0.012368125819509624,-0.8487235491246071,0.3960351392832835
Crinum americanum,fixed,cond,NA,Time:TrtAreaSysC,-2.6705582935034495e-4,0.0047259996332925285,-0.0565077973068507,0.9549372840994621
Crinum americanum,fixed,cond,NA,Time:TrtAreaNonC,0.002826885373987356,0.0018792940965648493,1.504227241044711,0.13252286589952283
Crinum americanum,fixed,cond,NA,Time:TrtFreqConC,8.610110074410172e-5,0.0010279298010771186,0.08376165439885144,0.9332459361946933
Crinum americanum,fixed,cond,NA,Time:TrtFreqSysC,-4.5483576690800396e-4,0.001019716211361073,-0.4460415180620782,0.6555672557475112
Crinum americanum,fixed,cond,NA,Time:TrtFreqNonC,0.0013601090420916197,0.0023658825477310443,0.5748844309266354,0.5653694601015329
Crinum americanum,fixed,cond,NA,Time:TrtMonthStd,0.039068747721543645,0.02348649481469045,1.6634558723980697,0.0962212169669236
Crinum americanum,fixed,cond,NA,Time:LatitudeC,-0.027151618976067268,0.03271529723381337,-0.8299364906275196,0.40657469210083913
Crinum americanum,ran_pars,cond,AreaOfInterestID,sd__(Intercept),5.392197937585568,NA,NA,NA
Cyperus articulatus,fixed,cond,NA,(Intercept),-8.771202374770985,0.7490332653028686,-11.71003049006693,1.1323889205985686e-31
Cyperus articulatus,fixed,cond,NA,Time,-0.17125013431975422,0.0754780889578867,-2.2688721546103787,0.023276101501857972
Cyperus articulatus,fixed,cond,NA,Time:HydrPACc,7.776189792764337e-4,0.005540698129549514,0.14034675073331562,0.8883860280818312
Cyperus articulatus,fixed,cond,NA,Time:FloatPACc,0.015498144936674283,0.0220661067688463,0.7023506728679073,0.48246049922311296
Cyperus articulatus,fixed,cond,NA,Time:TrtAreaConC,-0.04984961206330604,0.03442798330088363,-1.447938777814691,0.14763417338677423
Cyperus articulatus,fixed,cond,NA,Time:TrtAreaSysC,-0.007529336620731073,0.012876635653955915,-0.5847285597785735,0.5587302472979655
Cyperus articulatus,fixed,cond,NA,Time:TrtAreaNonC,-0.001637880858367748,0.0028708956142650915,-0.5705121601180272,0.5683303769107035
Cyperus articulatus,fixed,cond,NA,Time:TrtFreqConC,0.004374125155675581,0.002078511537804266,2.1044507456987205,0.0353391468027357
Cyperus articulatus,fixed,cond,NA,Time:TrtFreqSysC,-0.002482941486096567,0.001699745746369574,-1.4607722898555815,0.14407794277032449
Cyperus articulatus,fixed,cond,NA,Time:TrtFreqNonC,0.002429696265424464,0.0027132435726293083,0.895495078265285,0.37052249560318085
Cyperus articulatus,fixed,cond,NA,Time:TrtMonthStd,0.03211484182654277,0.04251474598914579,0.7553812466559682,0.4500202621707684
Cyperus articulatus,fixed,cond,NA,Time:LatitudeC,0.0976875441331588,0.05193922036651917,1.880804976351353,0.059998452987500533
Cyperus articulatus,ran_pars,cond,AreaOfInterestID,sd__(Intercept),7.949339598738475,NA,NA,NA
Cyperus spp. (other natives),fixed,cond,NA,(Intercept),1.5135349747399978,0.12606186013595277,12.006287810664618,3.292976727793033e-33
Cyperus spp. (other natives),fixed,cond,NA,Time,-0.04622700109121108,0.017043576151289846,-2.712282955224315,0.0066821525784877805
Cyperus spp. (other natives),fixed,cond,NA,Time:HydrPACc,0.002969755672530075,0.0019610837155400254,1.5143441603217285,0.12993857377085682
Cyperus spp. (other natives),fixed,cond,NA,Time:FloatPACc,0.0024754831820780546,0.00972143118746372,0.25464184587042243,0.798999735964782
Cyperus spp. (other natives),fixed,cond,NA,Time:TrtAreaConC,-0.007693326598303506,0.003760301863967582,-2.0459332459511903,0.04076293883531019
Cyperus spp. (other natives),fixed,cond,NA,Time:TrtAreaSysC,-0.002319989150298246,0.0014070142409109716,-1.648873965053949,0.0991734578597839
Cyperus spp. (other natives),fixed,cond,NA,Time:TrtAreaNonC,-0.0015353775966662991,7.398342350351353e-4,-2.0752994710948767,0.03795878844786764
Cyperus spp. (other natives),fixed,cond,NA,Time:TrtFreqConC,-3.8967784986405175e-4,5.166055402841834e-4,-0.7543044343846775,0.4506664402463079
Cyperus spp. (other natives),fixed,cond,NA,Time:TrtFreqSysC,2.719364824390042e-4,4.957479161274616e-4,0.5485378225353683,0.5833226661408177
Cyperus spp. (other natives),fixed,cond,NA,Time:TrtFreqNonC,0.0035232050133909626,0.001729306428078257,2.0373514816030776,0.041614832238285784
Cyperus spp. (other natives),fixed,cond,NA,Time:TrtMonthStd,0.0011816683551229077,0.011529725328281287,0.10248885567329093,0.9183686581538538
Cyperus spp. (other natives),fixed,cond,NA,Time:LatitudeC,-0.0896488931630938,0.015296870510027758,-5.860603520460285,4.611879223034621e-9
Cyperus spp. (other natives),ran_pars,cond,AreaOfInterestID,sd__(Intercept),1.3855755003387102,NA,NA,NA
Decodon verticillatus,fixed,cond,NA,(Intercept),-7.175162578088296,0.6931213824117098,-10.351956757014738,4.1001877889160595e-25
Decodon verticillatus,fixed,cond,NA,Time,-0.20524919978604866,0.04951099250567279,-4.145527879743715,3.3903174426580103e-5
Decodon verticillatus,fixed,cond,NA,Time:HydrPACc,-0.00851870758744125,0.0052862431683955834,-1.611486137900604,0.1070738061753786
Decodon verticillatus,fixed,cond,NA,Time:FloatPACc,-0.0109222318840114,0.024644235147370925,-0.4431962208888676,0.657623812127563
Decodon verticillatus,fixed,cond,NA,Time:TrtAreaConC,-0.05359786837194325,0.02058777416624212,-2.603383344850749,0.009230867560663481
Decodon verticillatus,fixed,cond,NA,Time:TrtAreaSysC,0.0034704059194109274,0.006204541067675397,0.5593332176478212,0.5759343292131694
Decodon verticillatus,fixed,cond,NA,Time:TrtAreaNonC,-0.010327740398138269,0.003561332602641792,-2.8999651395876826,0.0037320416372157057
Decodon verticillatus,fixed,cond,NA,Time:TrtFreqConC,-3.2393843723130863e-4,0.0012028808160342499,-0.2693021893052496,0.787697147574411
Decodon verticillatus,fixed,cond,NA,Time:TrtFreqSysC,0.0040703941004746865,0.0014503647696440113,2.8064623366946204,0.005008876757135612
Decodon verticillatus,fixed,cond,NA,Time:TrtFreqNonC,0.010972548867916562,0.0038377570813395404,2.8591045851413495,0.004248386939796189
Decodon verticillatus,fixed,cond,NA,Time:TrtMonthStd,-0.12061015941272714,0.031089392041569328,-3.8794634276366824,1.046871390306929e-4
