invader,species,covariate,Mean,SD,naive_se,time_series_se,quant_2_5,quant_25,quant_50,quant_75,quant_97_5,Habitat,cov2,habitat_num,sp_num,sig
hydrilla,Bacopa monnieri,management,0.017012756660991307,0.04921826529264292,0.0012708101453841637,0.0012482618906420242,-0.08024089485640609,-0.016272350877609455,0.018283803325588932,0.05267469319375905,0.10651432246563841,emersed,hydrilla mgmt.,1,103,no
hydrilla,Bacopa monnieri,interaction,-0.0016361433185954051,0.0038250284070251417,9.87618087945244e-5,9.84626137581891e-5,-0.008861812208451045,-0.004393528660548988,-0.0014829263830125998,8.893023537132625e-4,0.005979646849035425,emersed,interaction,1,103,no
hydrilla,Bidens spp.,intercept,-0.4118959355748991,0.0822247116289783,0.0021230329252382688,0.0020535490322112974,-0.5680302361595415,-0.4686347153648701,-0.4115523547554143,-0.35923167426505836,-0.24643607395975514,emersed,intercept,1,104,yes
hydrilla,Bidens spp.,invasive plant cover,-4.960540592912167e-4,0.003328406275036864,8.593908048420026e-5,7.155731971477788e-5,-0.006973994808492078,-0.002781383131754109,-4.7989188543944407e-4,0.0018233444723293954,0.005874179291998008,emersed,hydrilla cover,1,104,no
hydrilla,Bidens spp.,management,0.0012991048267998401,0.048658034718425947,0.00125634505415764,0.0013253842454504518,-0.09245104009344735,-0.030264852996466883,4.70108227471084e-5,0.034582084759066545,0.09764980660432135,emersed,hydrilla mgmt.,1,104,no
hydrilla,Bidens spp.,interaction,4.148989364496812e-4,0.003518021403924835,9.083492206001413e-5,8.691221255261725e-5,-0.006358658979826983,-0.001950271017661498,3.22866139329077e-4,0.002809430562262414,0.00719891268295488,emersed,interaction,1,104,no
hydrilla,Brasenia schreberi,intercept,-3.145654320650971,0.23246733587763543,0.006002280802608587,0.02998661090068426,-3.5762195199805147,-3.3015626471934048,-3.153264010642398,-3.0013089100581656,-2.6529135361856033,emersed,intercept,1,105,yes
hydrilla,Brasenia schreberi,invasive plant cover,-0.01152116721430441,0.007360852079457577,1.900563834509029e-4,2.917594890224745e-4,-0.026601612905714285,-0.016143881520178,-0.011386654941294486,-0.006545020296432511,0.00285725699759125,emersed,hydrilla cover,1,105,no
hydrilla,Brasenia schreberi,management,0.23211849970859413,0.09859876573915782,0.002545809184429098,0.0036590394252426495,0.039604213464012876,0.16787074567135596,0.23226471192212464,0.29740514024871456,0.42792915066953874,emersed,hydrilla mgmt.,1,105,yes
hydrilla,Brasenia schreberi,interaction,0.006981306669262127,0.008023920430477794,2.0717673465689296e-4,2.9514475454365125e-4,-0.008715983349577003,0.0016407356379567698,0.007039746058586637,0.01240912743856937,0.022436660802371736,emersed,interaction,1,105,no
hydrilla,Cabomba caroliniana,intercept,-1.7691956600953638,0.09588230864084271,0.002475670563746022,0.002932452832394464,-1.9563281845372247,-1.8332722975414075,-1.768220993683765,-1.7039616143270058,-1.5852966650178213,submersed,intercept,3,306,yes
hydrilla,Cabomba caroliniana,invasive plant cover,0.006470373032833626,0.0037275977079606263,9.624615896194964e-5,9.014386422243403e-5,-7.584443067265335e-4,0.004148992219146845,0.0064396494441375605,0.009021948705363329,0.013588746319430259,submersed,hydrilla cover,3,306,no
hydrilla,Cabomba caroliniana,management,0.20789434925874814,0.09348189005541074,0.0024136920223773234,0.0021620354867520745,0.04199398776712197,0.1410394747051132,0.19798673531585798,0.27445496710592354,0.39362038660083726,submersed,hydrilla mgmt.,3,306,yes
hydrilla,Cabomba caroliniana,interaction,-0.010312720913571374,0.004505735142898324,1.1633758113911137e-4,1.0823136448573222e-4,-0.019049970937963394,-0.01343434376045736,-0.010255328581359881,-0.007379889694579226,-0.0010971510238670127,submersed,interaction,3,306,yes
hydrilla,Carex spp.,intercept,-1.5386693215589156,0.07087979177696929,0.001830108354232343,0.0017697473069069637,-1.6786992637651355,-1.5852805544429511,-1.540817918673508,-1.4895765868872806,-1.403823848803267,emersed,intercept,1,107,yes
hydrilla,Carex spp.,invasive plant cover,8.547562209694696e-4,0.003975720142083067,1.0265265266312737e-4,8.973626690487003e-5,-0.00681755986963617,-0.001919013599331363,8.376357349142306e-4,0.003746145805099783,0.00863692641244478,emersed,hydrilla cover,1,107,no
hydrilla,Carex spp.,management,-0.04190443401272855,0.0695295365578243,0.0017952449143864885,0.0017531559905940102,-0.17378271061753298,-0.0900023368911367,-0.043576786597257944,0.00639462655683905,0.08978510241802082,emersed,hydrilla mgmt.,1,107,no
hydrilla,Carex spp.,interaction,0.0012198889370930068,0.004187708277076783,1.0812616277262222e-4,1.101393157920508e-4,-0.00667234270581942,-0.0016239043180684269,0.001247605949848221,0.004085536391443122,0.009327683955122915,emersed,interaction,1,107,no
hydrilla,Cephalanthus occidentalis,intercept,0.7490547615372932,0.0652485587548221,0.0016847105428097477,0.0016745051584948869,0.6252986590539686,0.7069807642747422,0.7495880381383333,0.7929489132757364,0.8780208718533972,emersed,intercept,1,108,yes
hydrilla,Cephalanthus occidentalis,invasive plant cover,-0.005010354185062785,0.0031509959337359186,8.135836516884335e-5,7.908054979304618e-5,-0.011458170944752231,-0.0070031064278376475,-0.00501526801135887,-0.002921592562820016,0.0010243138294960576,emersed,hydrilla cover,1,108,no
hydrilla,Cephalanthus occidentalis,management,-0.003600920750641639,0.05112696477365039,0.0013200925540698748,0.0014496681439941238,-0.10095468628956766,-0.03928003311359854,-0.004737916996304296,0.03272044068410296,0.09348649456048867,emersed,hydrilla mgmt.,1,108,no
hydrilla,Cephalanthus occidentalis,interaction,0.0011738789373200947,0.0036744787746417766,9.487463400120158e-5,9.374998646459866e-5,-0.005794508826773746,-0.0014477834859623641,0.0011745046778035423,0.0036925400267980068,0.008145416015096787,emersed,interaction,1,108,no
hydrilla,Ceratophyllum demersum,intercept,-0.39602250901799724,0.0783867815579253,0.0020239379969109557,0.0019469928709352912,-0.5549242937396708,-0.4501415365469429,-0.3957253222761573,-0.3436477944108082,-0.24315344507793513,submersed,intercept,3,309,yes
hydrilla,Ceratophyllum demersum,invasive plant cover,0.015621951599794138,0.003845606505974799,9.929313302471527e-5,8.543368126927589e-5,0.00850831979413504,0.012951668962282996,0.015576011165834173,0.0181691893007478,0.023348530457847537,submersed,hydrilla cover,3,309,yes
hydrilla,Ceratophyllum demersum,management,0.3886456857755159,0.06946200086045655,0.001793501150178623,0.0012665525947956377,0.26763816905541316,0.3363025462001313,0.3828797878037816,0.43858344032717717,0.5283621800675835,submersed,hydrilla mgmt.,3,309,yes
hydrilla,Ceratophyllum demersum,interaction,-0.008360018837558408,0.004069796796211463,1.0508170142783532e-4,9.35956667723672e-5,-0.01610439326323659,-0.011102470009385072,-0.008373615079283518,-0.005531215025627929,-4.242096766995326e-4,submersed,interaction,3,309,yes
hydrilla,Chara spp.,intercept,-1.1854981591802525,0.055730612041692086,0.0014389582154094667,0.0014963593304651382,-1.2929555870276852,-1.2235236464041497,-1.1862034107111818,-1.1461616006827549,-1.081930122931833,submersed,intercept,3,310,yes
hydrilla,Chara spp.,invasive plant cover,0.00303213667010825,0.0032989972820281835,8.517974354985792e-5,8.69108886243752e-5,-0.0036019340139288847,7.783901373002582e-4,0.003056322587211866,0.005292443734258342,0.009156916202007516,submersed,hydrilla cover,3,310,no
hydrilla,Chara spp.,management,0.1968061752632086,0.051978427761622016,0.0013420772338853823,0.0013160279555051728,0.09730415611459584,0.16204934310357305,0.19743719855818176,0.2322689469810603,0.3002391352329059,submersed,hydrilla mgmt.,3,310,yes
hydrilla,Chara spp.,interaction,6.56015874430245e-4,0.0036944384169228604,9.538998974887421e-5,1.1127347781458707e-4,-0.006429072299431453,-0.0018173088289820444,6.246179776444459e-4,0.003131830138471504,0.008197870275403425,submersed,interaction,3,310,no
hydrilla,Cicuta maculata,intercept,-1.8136688413945306,0.09497714083346015,0.002452299231455917,0.004302340948957042,-2.0066782130298866,-1.8745551886540202,-1.8126003788947362,-1.7497132749243751,-1.6257848240675163,emersed,intercept,1,111,yes
hydrilla,Cicuta maculata,invasive plant cover,-0.002484820677900334,0.003912501415240634,1.0102035215493284e-4,9.522254783081658e-5,-0.010439231758223998,-0.005045367682523277,-0.0024387150739151554,7.0899720247721e-5,0.005209425521141993,emersed,hydrilla cover,1,111,no
hydrilla,Cicuta maculata,management,0.0857138107397762,0.08732665565115805,0.0022547645534461663,0.001996269080045247,-0.0787323715726054,0.026799374096765555,0.08214651192904235,0.14706316514331141,0.26249791420112384,emersed,hydrilla mgmt.,1,111,no
hydrilla,Cicuta maculata,interaction,-0.0037716346664961554,0.004522852819703534,1.1677955765372696e-4,1.1488311875380887e-4,-0.012910921545194397,-0.006843833626099589,-0.0038516821217752057,-6.407221413746117e-4,0.005121842211855806,emersed,interaction,1,111,no
hydrilla,Cladium jamaicense,intercept,-0.16111786275922357,0.1120858484650538,0.0028940441630045436,0.0028704872419749393,-0.38130884360034234,-0.23481515601521438,-0.16086088206116156,-0.0848806621482125,0.05809776426546559,emersed,intercept,1,112,no
hydrilla,Cladium jamaicense,invasive plant cover,-2.4937732496209386e-4,0.00421021639577075,1.0870731989833018e-4,9.95451281519388e-5,-0.007977703395614813,-0.0031506653963548144,-3.932114897278166e-4,0.002539148325087217,0.008188640977214626,emersed,hydrilla cover,1,112,no
hydrilla,Cladium jamaicense,management,-0.09234516851544075,0.08063421330794142,0.0020819664351746235,0.0016349788334050015,-0.25085757771838235,-0.1509711186020895,-0.08657156764244225,-0.03370255649380384,0.05848460212709693,emersed,hydrilla mgmt.,1,112,no
hydrilla,Cladium jamaicense,interaction,0.0015835071592706954,0.004069580118271384,1.050761068274792e-4,1.0758028720549749e-4,-0.0065053139953491265,-0.0012248554623732625,0.0015646033678951817,0.004292496744220357,0.009757109257831045,emersed,interaction,1,112,no
hydrilla,Crinum americanum,intercept,-1.7116760303207976,0.10029745345917059,0.0025896691127625412,0.0026088342728323565,-1.9150445479707732,-1.7785562593988602,-1.707655294914212,-1.644972176328259,-1.51899200274252,emersed,intercept,1,113,yes
hydrilla,Crinum americanum,invasive plant cover,-0.01174512156233517,0.004859094477357438,1.2546127992302527e-4,1.4624195170552425e-4,-0.021719103461203093,-0.015079888816180581,-0.011524548219375451,-0.00851267459741354,-0.00272028228017068,emersed,hydrilla cover,1,113,yes
hydrilla,Crinum americanum,management,0.016845413378411195,0.06697184430302257,0.0017292055843360164,0.0018176629728831478,-0.10922531103090322,-0.029107791021322816,0.015324783124132803,0.061980470714792846,0.14656094069417658,emersed,hydrilla mgmt.,1,113,no
hydrilla,Crinum americanum,interaction,-6.082302866057069e-4,0.005763534582415938,1.4881382301991632e-4,1.7640359291302212e-4,-0.01157285854005714,-0.0044376153020285695,-7.610775309638911e-4,0.0030723287377307906,0.011021851941810781,emersed,interaction,1,113,no
hydrilla,Cyperus articulatus,intercept,-2.083303797138406,0.13407699890503766,0.003461853225791206,0.004852253387498395,-2.335070473685306,-2.179242621615014,-2.0819967361068956,-1.9894175352609005,-1.8235921049133526,emersed,intercept,1,114,yes
hydrilla,Cyperus articulatus,invasive plant cover,0.0037743169251178124,0.005268466922054269,1.3603123099440554e-4,1.1134973175304807e-4,-0.0068847504616353136,-8.940437991651302e-5,0.003979858730814343,0.007435974868128624,0.013512871787183828,emersed,hydrilla cover,1,114,no
hydrilla,Cyperus articulatus,management,-0.17562994795095854,0.11829654495119865,0.0030544036567324634,0.0023989658143589204,-0.40458239545886765,-0.2605347451897414,-0.16846702668753588,-0.0876195393321186,0.031493158640345735,emersed,hydrilla mgmt.,1,114,no
hydrilla,Cyperus articulatus,interaction,0.004800988275568833,0.0053637271817352245,1.3849084032307044e-4,1.2397293981491133e-4,-0.005194804689709014,9.767705957721227e-4,0.004569510603205559,0.008480627375427808,0.015385388979656004,emersed,interaction,1,114,no
hydrilla,Cyperus spp. (other natives),intercept,0.5316437694043503,0.06696646196599718,0.001729066612991596,0.0017516525169897989,0.3923556550479236,0.4888233132060572,0.5319257846569179,0.5740558422533426,0.6612038515745347,emersed,intercept,1,115,yes
hydrilla,Cyperus spp. (other natives),invasive plant cover,-0.004455858611935802,0.002826931512428645,7.299105779003393e-5,7.034108617480782e-5,-0.009892565055477344,-0.0063517113186587855,-0.004499559121230654,-0.002442770191632313,0.0010119468166095674,emersed,hydrilla cover,1,115,no
hydrilla,Cyperus spp. (other natives),management,0.02623798829656817,0.045446476203525966,0.0011734229698671184,0.0012138365267695072,-0.059014966511754266,-0.005864977936464441,0.023997674913286915,0.057015661348530186,0.11484006824629314,emersed,hydrilla mgmt.,1,115,no
hydrilla,Cyperus spp. (other natives),interaction,0.0033476387725910736,0.0033566208544350685,8.666757779173021e-5,8.245453397344485e-5,-0.003250492454832549,0.0010426788052666511,0.003422946731792057,0.005548129983029303,0.009798015202668403,emersed,interaction,1,115,no
hydrilla,Decodon verticillatus,intercept,-1.9287126875568856,0.12226195193981418,0.0031567900249180793,0.005189826388047715,-2.167158746895934,-2.0121470445758707,-1.9316477973595512,-1.8424243086794772,-1.6933704472365383,emersed,intercept,1,116,yes
hydrilla,Decodon verticillatus,invasive plant cover,-0.007432535245530584,0.0045451946152303335,1.1735642033372473e-4,1.15760007204099e-4,-0.016534008640971598,-0.01029364208939248,-0.007446169170451078,-0.0045416165519040035,0.001488089384723999,emersed,hydrilla cover,1,116,no
hydrilla,Decodon verticillatus,management,0.015964589862228425,0.09789809517507055,0.002527717948256513,0.0021923301321437037,-0.15874924101451998,-0.05208307774460786,0.006967041571418931,0.08727738334009438,0.2142880873884612,emersed,hydrilla mgmt.,1,116,no
hydrilla,Decodon verticillatus,interaction,8.699823903701601e-4,0.005080050123210978,1.3116633016730037e-4,1.4562007230748599e-4,-0.009171007522766523,-0.0024427018353616768,7.39877592052833e-4,0.0041120801658478595,0.011392686554895785,emersed,interaction,1,116,no
hydrilla,Echinochloa spp.,intercept,-0.8155275113169722,0.10516185254319056,0.002715267357040648,0.0027727438764260067,-1.0344290218998935,-0.8801239114439288,-0.8150692220689958,-0.7451466799346547,-0.6118389627844794,emersed,intercept,1,117,yes
hydrilla,Echinochloa spp.,invasive plant cover,0.003233126672601661,0.0031030023701090607,8.01191766844969e-5,7.769403686580937e-5,-0.002434454379400371,0.0011076214999618174,0.00312906107965016,0.0053463216786880765,0.009524129733651146,emersed,hydrilla cover,1,117,no
hydrilla,Echinochloa spp.,management,0.04351288570410485,0.05979520685423299,0.0015439056021964797,0.0013610332737347302,-0.0758535305686244,0.004241700919267239,0.047221692376276506,0.08550134733014432,0.1577726164623978,emersed,hydrilla mgmt.,1,117,no
hydrilla,Echinochloa spp.,interaction,-0.005998414345636712,0.003533339361273651,9.123043001808002e-5,9.040351782296324e-5,-0.01332452257896434,-0.00824522021582285,-0.005863576794536555,-0.0036838494909058597,7.633559665875555e-4,emersed,interaction,1,117,no
hydrilla,"Eleocharis spp., emersed",intercept,-0.20402574289782002,0.10300912601441524,0.002659684197074743,0.002665454077813295,-0.4040898950941044,-0.2733119629250328,-0.20476354043062353,-0.1391665418481844,0.005177856191719001,emersed,intercept,1,118,no
hydrilla,"Eleocharis spp., emersed",invasive plant cover,-0.0013026007342726701,0.0032699492673813678,8.44297270367412e-5,8.341152753756866e-5,-0.007702500532444312,-0.0034942828772944225,-0.0012597876637896982,8.051507869804109e-4,0.005198854239642198,emersed,hydrilla cover,1,118,no
hydrilla,"Eleocharis spp., emersed",management,0.23499171233751118,0.049132977559888505,0.0012686080255935393,0.0012444624835576373,0.1389509675890945,0.20197108699799327,0.2358022882103667,0.2670688306450922,0.32744749037129445,emersed,hydrilla mgmt.,1,118,yes
hydrilla,"Eleocharis spp., emersed",interaction,-0.001558884770013421,0.0037015726359844706,9.557419449296629e-5,9.56195529135601e-5,-0.008758722120293798,-0.003990988493233379,-0.0016400111762154667,9.276268094860269e-4,0.005872896394714404,emersed,interaction,1,118,no
hydrilla,"Eleocharis spp., sub/floating",intercept,0.2965139773217379,0.0708160887678274,0.0018284635496089443,0.0018186144530346268,0.15556127386750218,0.24815999550432355,0.29889337414078576,0.3436364223072873,0.42952426191997717,submersed,intercept,3,319,yes
hydrilla,"Eleocharis spp., sub/floating",invasive plant cover,-0.005507467184120559,0.0032952808055079982,8.508378453872961e-5,7.911900903960426e-5,-0.012170630863475218,-0.0076158459075880295,-0.00536925413039107,-0.003239933750911502,6.584427341111299e-4,submersed,hydrilla cover,3,319,no
hydrilla,"Eleocharis spp., sub/floating",management,0.09597794392024503,0.05461507130056037,0.001410155077326673,0.0012249871974572247,-0.012170487867083215,0.05825786723843556,0.0962338097778759,0.13451181773558957,0.19690182256175143,submersed,hydrilla mgmt.,3,319,no
hydrilla,"Eleocharis spp., sub/floating",interaction,0.0037993979460672583,0.0035834590531835194,9.25245148986398e-5,8.852202524892951e-5,-0.0028666469011702994,0.001358066096978994,0.003730705262286733,0.006155172279274398,0.010916699730761311,submersed,interaction,3,319,no
hydrilla,Filamentous algae,intercept,0.43821252022986806,0.04536608164262088,0.001171347191230378,0.001124338835822329,0.34949904230498674,0.40803210847927496,0.43859665139415593,0.46922199294556777,0.5275474743721984,floating,intercept,2,220,yes
hydrilla,Filamentous algae,invasive plant cover,0.01394391692772423,0.0038536355795789298,9.950044281374374e-5,9.542668581935337e-5,0.006734511198568801,0.011289119325771415,0.013749252341575488,0.01653124545181932,0.02222383352360392,floating,hydrilla cover,2,220,yes
hydrilla,Filamentous algae,management,0.08172916700344507,0.047536108221892866,0.0012273770365793634,0.0011439815732528216,-0.010535579644059045,0.04891419356752673,0.08241885478097355,0.11438527823438782,0.1742431734447557,floating,hydrilla mgmt.,2,220,no
hydrilla,Filamentous algae,interaction,-0.008656837517340036,0.004115970780239744,1.0627390856896585e-4,1.0591998135994761e-4,-0.01693248524923472,-0.01133475234970817,-0.008542595217039737,-0.005844747684477289,-8.968854177402349e-4,floating,interaction,2,220,yes
hydrilla,Fuirena spp.,intercept,-0.5482094985865211,0.11561895841320588,0.0029852686696012955,0.00324677847758563,-0.7874399497699058,-0.6262097404503267,-0.542740546793987,-0.47183997851225773,-0.3330487667152171,emersed,intercept,1,121,yes
hydrilla,Fuirena spp.,invasive plant cover,-0.0030095917517201764,0.004460878062798939,1.151793763112153e-4,1.0176175178887023e-4,-0.01180125113569878,-0.00605030231222023,-0.002966983455502639,2.6474188189071772e-5,0.005532525405115825,emersed,hydrilla cover,1,121,no
hydrilla,Fuirena spp.,management,0.023568528566987997,0.06733290419672598,0.0017385281107046614,0.001613548537266821,-0.11163030536688266,-0.02143419257940206,0.024577842811861796,0.07168970808585773,0.15329721811901564,emersed,hydrilla mgmt.,1,121,no
hydrilla,Fuirena spp.,interaction,6.658274789790143e-4,0.004334759990666708,1.1192302169105584e-4,1.1019572736398942e-4,-0.0077745748365538585,-0.0023242707067630767,6.999751639970277e-4,0.0035610725978137327,0.009341347111636682,emersed,interaction,1,121,no
hydrilla,Hydrocotyle spp.,intercept,1.4218372429303034,0.06765204917614716,0.0017467683986401544,0.0014922370930943246,1.2944717001440298,1.372799607443925,1.422290863438811,1.4700960537442307,1.5461755793790435,emersed,intercept,1,122,yes
hydrilla,Hydrocotyle spp.,invasive plant cover,0.00180024083465298,0.0045626139667387,1.1780618605568231e-4,1.0424670729449522e-4,-0.006783599692813268,-0.0014539700886314875,0.0017367215255966585,0.004954632389033239,0.010775119461728544,emersed,hydrilla cover,1,122,no
hydrilla,Hydrocotyle spp.,management,0.0982056664210051,0.08307584828859993,0.00214500917929201,0.0018974965665356923,-0.04936908806389968,0.03947570872499172,0.0925877717806993,0.15365519027401858,0.27063913283216,emersed,hydrilla mgmt.,1,122,no
hydrilla,Hydrocotyle spp.,interaction,0.0012313055172837293,0.005021331791794062,1.2965022936933503e-4,1.3834262156699114e-4,-0.008537490200614496,-0.002060987338264318,0.0013343104303743722,0.004608955067619239,0.010937718145528602,emersed,interaction,1,122,no
hydrilla,Hypericum spp.,intercept,-1.651243986407276,0.15283769498466013,0.00394625231565545,0.002522338575131955,-1.9026654115731145,-1.770651777047662,-1.6776133756954443,-1.5189205216846866,-1.361425665359039,emersed,intercept,1,123,yes
hydrilla,Hypericum spp.,invasive plant cover,-0.010454632969086141,0.007018878148265152,1.8122665451526722e-4,1.6979640232497352e-4,-0.025367971181834925,-0.015128741116673887,-0.00987342573387193,-0.005507676579128763,0.002067242501458679,emersed,hydrilla cover,1,123,no
hydrilla,Hypericum spp.,management,-0.21655606817954762,0.1342899355771152,0.0034673512270228936,0.0023153152280540683,-0.4758993166276857,-0.3321713540968252,-0.18901192936439887,-0.11209531728209551,0.003128924594974382,emersed,hydrilla mgmt.,1,123,no
hydrilla,Hypericum spp.,interaction,0.010826180604348678,0.007328403631706513,1.8921856813256853e-4,1.798363728031366e-4,-0.002738400486998086,0.005575502852738619,0.01042859936122514,0.015730205056882475,0.025525959486673806,emersed,interaction,1,123,no
hydrilla,Juncus effusus,intercept,-0.48752358717087824,0.0592324281220856,0.0015293747178151025,0.0014898312906376034,-0.6041825947475601,-0.5269328298897158,-0.48578251139482403,-0.44817208657581054,-0.3706308587114955,emersed,intercept,1,124,yes
hydrilla,Juncus effusus,invasive plant cover,-0.0014878483150055812,0.003944642453671104,1.0185023019873965e-4,8.124491245724076e-5,-0.009455401694052054,-0.0043509787765871584,-0.001497404938827784,0.001318274536000159,0.005916795751409472,emersed,hydrilla cover,1,124,no
hydrilla,Juncus effusus,management,-0.06454991159328032,0.06925460596467138,0.0017881462369955272,0.0013117582668690838,-0.18543621395783577,-0.11655116137641855,-0.07100715635563157,-0.012118647649158886,0.07323316745063216,emersed,hydrilla mgmt.,1,124,no
hydrilla,Juncus effusus,interaction,0.0026356229625258782,0.003766857976397808,9.72598547341152e-5,8.93603501249041e-5,-0.004700796571888719,2.4998798784496215e-4,0.0026140475030679497,0.005065118360150535,0.010201227495996222,emersed,interaction,1,124,no
hydrilla,Leersia hexandra,intercept,-1.1539700831408264,0.11147224538976244,0.002878200999725976,0.0019859181815045407,-1.3541824657816177,-1.2367027134653767,-1.1602234273250729,-1.0698669239128304,-0.9305134212643643,emersed,intercept,1,125,yes
hydrilla,Leersia hexandra,invasive plant cover,0.0010060389310541245,0.004224035060463032,1.0906411628646375e-4,8.332266410796099e-5,-0.007439459154665861,-0.0019761691481851905,0.0010810298531769979,0.0040971235881127705,0.009045032542710118,emersed,hydrilla cover,1,125,no
hydrilla,Leersia hexandra,management,-0.031724714974333906,0.10164694839486448,0.002624512922174099,0.001536303077829396,-0.22013658410572035,-0.11696301552358572,-0.009602024833339847,0.0464368297833708,0.13252584262376882,emersed,hydrilla mgmt.,1,125,no
hydrilla,Leersia hexandra,interaction,-4.1748072414188146e-4,0.004555817297137147,1.1763069680117238e-4,1.0423327407474397e-4,-0.00965621306046729,-0.003600420513641593,-5.101608860468196e-4,0.0027332045500294945,0.008400045292413902,emersed,interaction,1,125,no
hydrilla,Lemna/Spirodela spp.,intercept,0.16132484814119924,0.061691450608184276,0.001592866405392501,0.00156545594572427,0.04529325709094075,0.11804651449418765,0.15993946224409736,0.20155093623023304,0.2890570224057027,floating,intercept,2,226,yes
hydrilla,Lemna/Spirodela spp.,invasive plant cover,9.167389878154892e-4,0.0030547230676297027,7.887261045470313e-5,7.439976101375672e-5,-0.0050974880517447,-0.0011182419859421537,8.73781864831943e-4,0.0030183621641977545,0.006828912118146305,floating,hydrilla cover,2,226,no
hydrilla,Lemna/Spirodela spp.,management,0.12072340004494235,0.050022627868946,0.0012915786977997258,0.0012305835383565533,0.024537440022178086,0.08794935379801626,0.11951064399199747,0.15438182791077218,0.2148690340335166,floating,hydrilla mgmt.,2,226,yes
hydrilla,Lemna/Spirodela spp.,interaction,6.630889274867782e-4,0.0034554412672813672,8.921910987985725e-5,8.93770838594129e-5,-0.006165067025686546,-0.0015725863935787275,6.394373792055466e-4,0.002910398429717115,0.007331435520104706,floating,interaction,2,226,no
hydrilla,Limnobium spongia,intercept,-1.4485834022919697,0.08695572830777666,0.0022451872506223723,0.002383358781802759,-1.6140459905477678,-1.5063597250824603,-1.4473964141465392,-1.3919817813210262,-1.280593033561947,floating,intercept,2,227,yes
hydrilla,Limnobium spongia,invasive plant cover,0.014547162563618855,0.0035748487923358513,9.230219891950966e-5,9.016122512955117e-5,0.0074594051243762486,0.012210161457157408,0.014553230093128922,0.016917860890668022,0.02142536987862715,floating,hydrilla cover,2,227,yes
hydrilla,Limnobium spongia,management,0.10022134978517212,0.07038771661079658,0.001817403028074549,0.0016621553233842465,-0.04082204862941401,0.052184654106638015,0.1033272921779177,0.14689849485208223,0.23390188264068223,floating,hydrilla mgmt.,2,227,no
hydrilla,Limnobium spongia,interaction,-0.004990057093430726,0.003990021483800175,1.0302191171845257e-4,1.0491442732678354e-4,-0.012397627122875694,-0.007752581921856563,-0.0049439544531302716,-0.002387523141128848,0.0031800227970615637,floating,interaction,2,227,no
hydrilla,Ludwigia octovalvis/peruviana,intercept,1.5580322956041535,0.07161903979195494,0.001849195655904052,0.00191107381694754,1.4209078343551806,1.5091933351942795,1.5559038770389255,1.604597198959169,1.7049768380973658,emersed,intercept,1,128,yes
